"Px
Code",ID,"Medication
Description","Unit
Price"
250000006,703363,Inj heparin sodium per 1000u,38.23
250000006,703366,Glucagon hydrochloride/1 MG,310.28
250000006,703367,Hyaluronidase recombinant,205.72
250000006,703374,phenylephrine 1 mg/10 mL (100 mcg/mL) syringe 10 mL Syringe,36.72
250000006,703425,Mitomycin injection,"2,188.50"
250000006,703426,Mitomycin injection,"1,318.13"
250000006,703432,droperidol per 5 mg,55.68
250000006,703459,Octreotide inj  non-depot,42.03
250000006,703461,lidocaine-EPINEPHrine 1%-1:200 000 solution 2 mL Syringe,39.56
250000006,703471,vancomycin in NaCl 0.9% 1.25 gram/262.5 mL solution 262.5 mL Bag,211.43
250000006,703472,vancomycin in NaCl 0.9% 1.5 gram/265 mL solution 265 mL Bag,223.21
250000006,703487,medroxyPROGESTERone 150 mg/mL 1 mL Vial,612.18
250000006,703543,phenylephrine 500 mcg/mL solution 1 mL Vial,97.48
250000006,703550,Tacrolimus Imme Rel oral 1mg,13.82
250000006,703612,Azathioprine oral 50mg,26
250000006,703684,Cefazolin sodium injection,54.36
250000006,703685,cefTAZidime 50 mg/mL drops 1 mL Vial,149.44
250000006,703708,Tacrolimus Imme Rel oral 1mg,394.8
250000006,703710,Tacrolimus Imme Rel oral 1mg,551.76
250000006,703723,Propranolol injection,47.08
250000006,703725,Amphotericin B,524.5
250000006,703726,Garamycin gentamicin inj,41.42
250000006,703816,Hydromorphone injection,75.62
250000006,703846,vancomycin 25 mg/0.5 mL solution 5 mL Vial,738
250000006,703849,Vancomycin hcl injection,35.05
250000006,703851,Injection  voriconazole,36.04
250000006,703853,ceFAZolin 5 mg/mL solution 2 mL Syringe,5.18
250000006,703853,ceFAZolin 5 mg/mL solution 3 mL Syringe,5.18
250000006,703853,ceFAZolin 5 mg/mL solution 20 mL Vial,5.35
250000006,703854,ceFAZolin-heparin 5 mg-10 Units/mL solution 2 mL Syringe,5.63
250000006,703854,ceFAZolin-heparin 5 mg-10 Units/mL solution 20 mL Vial,5.63
250000006,703854,ceFAZolin-heparin 5 mg-10 Units/mL solution 3 mL Syringe,5.63
250000006,703855,ceFAZolin-heparin 5 mg-100 Units/mL solution 2 mL Syringe,35.67
250000006,703855,ceFAZolin-heparin 5 mg-100 Units/mL solution 3 mL Syringe,35.67
250000006,703855,ceFAZolin-heparin 5 mg-100 Units/mL solution 20 mL Vial,35.67
250000006,703857,ceFEPIme-heparin 5 mg-10 Units/mL solution 2 mL Syringe,35.63
250000006,703857,ceFEPIme-heparin 5 mg-10 Units/mL solution 3 mL Syringe,35.63
250000006,703857,ceFEPIme-heparin 5 mg-10 Units/mL solution 20 mL Vial,35.63
250000006,703860,vancomycin 5 mg/mL solution 20 mL Vial,35.04
250000006,703860,vancomycin 5 mg/mL solution 2 mL Syringe,35.86
250000006,703860,vancomycin 5 mg/mL solution 3 mL Syringe,35.43
250000006,703861,vancomycin-sodium citrate 5 mg/mL-3.8% solution 2 mL Syringe,35.32
250000006,703861,vancomycin-sodium citrate 5 mg/mL-3.8% solution 3 mL Syringe,35.32
250000006,703861,vancomycin-sodium citrate 5 mg/mL-3.8% solution 20 mL Vial,35.71
250000006,703875,ciprofloxacin 2 mg/mL solution 2 mL Syringe,35.1
250000006,703875,ciprofloxacin 2 mg/mL solution 3 mL Syringe,35.14
250000006,703875,ciprofloxacin 2 mg/mL solution 20 mL Vial,35.1
250000006,703876,gentamicin 5 mg/mL solution 2 mL Syringe,35.69
250000006,703876,gentamicin 5 mg/mL solution 3 mL Syringe,35.69
250000006,703876,gentamicin 5 mg/mL solution 20 mL Vial,35.69
250000006,703919,Chlorothiazide sodium inj,44.08
250000006,703921,Linezolid injection,37.5
250000006,703929,dextrose 10 % with heparin 0.5 units/mL 50 mL Syringe,36.4
250000006,703931,Amikacin sulfate injection,51.88
250000006,703959,insulin aspart per 5 Units,181.56
250000006,703960,insulin glusine per 5 Units,376.93
250000006,703961,insulin lispro (human) per 5 Units,220.79
250000006,703962,insulin regular human per 5 Units,"3,860.25"
250000006,703971,adenosine 6 mcg/mL solution 10 mL Vial,35.01
250000006,703992,Metoclopramide hcl injection,45.47
250000006,703993,Prochlorperazine injection,71.22
250000006,703999,Garamycin gentamicin inj,38.36
250000006,704000,prothrombin complex conc (human) four factor recon soln 1 each Vial,41.76
250000006,704013,Methacholine chloride  neb,27.19
250000006,704014,Methacholine chloride  neb,20.7
250000006,704015,Methacholine chloride  neb,8.93
250000006,704016,Methacholine chloride  neb,5.4
250000006,704017,Methacholine chloride  neb,5.04
250000006,704037,Dexamethasone sodium phos,42.08
250000006,704038,bupivacaine 0.25 % (2.5 mg/mL) solution 50 mL Vial,35.8
250000006,704038,bupivacaine 0.25 % (2.5 mg/mL) solution 10 mL Vial,37
250000006,704038,bupivacaine 0.25 % (2.5 mg/mL) solution 30 mL Vial,35.82
250000006,704039,bupivacaine 0.5 % (5 mg/mL) solution 50 mL Vial,35.72
250000006,704039,bupivacaine 0.5 % (5 mg/mL) solution 10 mL Vial,37.18
250000006,704039,bupivacaine 0.5 % (5 mg/mL) solution 30 mL Vial,35.78
250000006,704040,Ranibizumab injection,"3,350.00"
250000006,704044,Chlorothiazide sodium inj,178.93
250000006,704050,ketamine 1 mg/mL solution 252.5 mL Bag,69.34
250000006,704052,Phenobarbital sodium inj,93.91
250000006,704055,Methadone injection,103.67
250000006,704056,In morphine preservativ free,77.67
250000006,704070,Daptomycin injection,486.7
250000006,704126,Inj naloxone hydrochloride,59.42
250000006,704130,Mesna injection,65.4
250000006,704131,Lorazepam injection,71.58
250000006,704132,labetalol dilution 0.5 mg/mL solution 10 mL Vial,37.12
250000006,704136,Atropine sulfate injection,45.44
250000006,704137,Adrenalin epinephrine inject,40.68
250000006,704138,Inj protamine sulfate/10 MG,45.68
250000006,704139,Inj iron dextran,49.92
250000006,704140,Metoclopramide hcl injection,41.6
250000006,704141,Vitamin k phytonadione inj,189.49
250000006,704142,Vitamin k phytonadione inj,188.26
250000006,704150,Inj midazolam hydrochloride,76.69
250000006,704151,Fentanyl citrate injection,72.66
250000006,704152,Inj potassium chloride,90.75
250000006,704157,Alteplase recombinant,"20,960.65"
250000006,704159,Calcium gluconate injection,51.04
250000006,704165,levOCARNitine 200 mg/mL solution 5 mL Vial,95.5
250000006,704166,valproate injection 500 mg/5 mL (100 mg/mL) solution 5 mL Vial,43.96
250000006,704173,Inj desmopressin acetate,57.06
250000006,704176,Inj midazolam hydrochloride,73.01
250000006,704181,Iron sucrose injection,150.12
250000006,704188,Hydrocortisone sodium succ i,59.6
250000006,704195,Alteplase recombinant,"20,960.65"
250000006,704197,Amphotericin B,165.28
250000006,704199,Cefazolin sodium injection,37.69
250000006,704200,Ampicillin 500 MG inj,37.35
250000006,704201,Ampicillin 500 MG inj,37.89
250000006,704202,Ampicillin 500 MG inj,40.69
250000006,704205,valproate 100 mg/mL/mL) peds partial package 5 mL Vial,43.96
250000006,704212,Inj  propofol  10 mg,84.78
250000006,704213,propofol 10 mg/mL peds partial package 20 mL Vial,43.56
250000006,704215,ketamine 2 mg/mL solution 102 mL Bag,81.78
250000006,704529,hyaluronidase 150 units/ml solution 1 mL Vial,205.72
250000006,704530,hyaluronidase 150 units/ml solution 1 mL Vial,205.72
250000006,704544,Ceftriaxone sodium injection,39.49
250000006,704546,pentamidine 50 mg/mL recon soln 1 each Vial,376.45
250000006,704555,alum 10 % solution 100 mL Bottle,83.15
250000006,704557,Fluconazole,79.55
250000006,704566,Alpha 1 proteinase inhibitor,36.8
250000006,704567,Alpha 1 proteinase inhibitor,36.72
250000006,704581,Ibandronate sodium injection,277.54
250000006,704612,Hep b ig  im,221.53
250000006,704658,methylnaltrexone 12 mg/0.6 mL solution 0.6 mL Vial,270.42
250000006,704658,methylnaltrexone 12 mg/0.6 mL solution 0.6 mL Syringe,270.43
250000006,704677,In morphine preservativ free,88.41
250000006,704678,Hydromorphone injection,85.02
250000006,704707,elastomeric pump (CB002) (10 mL/hr) 1 each 1 Device,624
250000006,704708,elastomeric pump (SAF01) 270 mL (1-7 mL/hr) 1 each 1 Device,"1,129.20"
250000006,704751,L-lysine-L-arginine 1000 mL solution 1 000 mL Bag,452.25
250000006,704783,acetaminophen 10 mg/mL solution 100 mL Vial,135.15
250000006,704836,L-lysine HCL-L-arginine HCL 2.5 %-2.5 % 1000 mL solution 1 000 mL Bag,452.25
250000006,704848,Amikacin sulfate injection,35.04
250000006,704849,Topotecan injection,35.91
250000006,704851,methotrexate 400 mcg/0.05 mL solution 1 mL Vial,40.59
250000006,704874,Atropine sulfate injection,67.84
250000006,704875,EPINEPHrine 0.1 mg/mL syringe 10 mL Syringe,51.16
250000006,704876,lidocaine (PF) (cardiac) 100 mg/5 mL (2 %) syringe 5 mL Syringe,44.48
250000006,704881,In morphine preservativ free,78.51
250000006,704899,Atropine sulfate injection,64.5
250000006,704910,Garamycin gentamicin inj,42.84
250000006,704933,Normal saline solution infus,82
250000006,704940,aminophylline 250 mg/250 mL solution 250 mL Bag,185.75
250000006,705001,Inj heparin sodium per 1000u,89
250000006,705006,Hydromorphone injection,73.1
250000006,705060,Dalteparin sodium,70.56
250000006,705205,amphotericin B 50 mg powder 1 each Vial,125.28
250000006,705206,DAPTOmycin 500 mg powder 1 each Vial,551.61
250000006,705209,vancomycin 1 g powder 1 each Vial,15.26
250000006,705572,Adrenalin epinephrine inject,95.38
250000006,705601,Fentanyl citrate injeciton,81.83
250000006,705602,Hydromorphone injection,74.7
250000006,705603,Dexamethasone sodium phos,37.16
250000006,705605,EPINEPHrine 0.1 mg/mL syringe 10 mL Syringe,51.16
250000006,705682,Ringers lactate infusion,92.5
250000006,705683,Normal saline solution infus,78.5
250000006,705684,albumin human 5% per 50 mL,146.2
250000006,705685,albumin human 25% per 50 mL,131.32
250000006,705692,dextrose 5% in lactated ringers per 1000 mL,78.5
250000006,705693,dextrose 5% in lactated ringers per 1000 mL,75.35
250000006,705694,Fentanyl citrate injection,71.96
250000006,705695,Atropine sulfate injection,57.08
250000006,705696,EPINEPHrine 10 mcg/mL syringe 10 mL Syringe,52.04
250000006,705698,Calcium gluconate injection,89.33
250000006,705700,albumin human 5% per 50 mL,146.2
250000006,705701,NaCl 0.9 % 150 mL Bag,92.33
250000006,705701,NaCl 0.9 % 150 mL Flex Cont,78.15
250000006,705701,NaCl 0.9 % 250 mL Flex Cont,78.5
250000006,705701,NaCl 0.9 % 500 mL Flex Cont,78.5
250000006,705701,NaCl 0.9 % 1 000 mL Flex Cont,78.5
250000006,705701,NaCl 0.9 % 25 mL Flex Cont,79.2
250000006,705701,NaCl 0.9 % 50 mL Flex Cont,78.85
250000006,705701,NaCl 0.9 % 100 mL Flex Cont,78.85
250000006,70575,Rho(D) immune globulin h  sd,990.15
250000006,706006,Inj  propofol  10 mg,56.4
250000006,706066,In morphine preservativ free,78.15
250000006,706068,Hydromorphone injection,75.01
250000006,707002,Carboplatin injection,100.18
250000006,707005,Oxaliplatin,102.8
250000006,707011,ampicillin-sulbactam 3 g piggyback 100 mL Bag,100.2
250000006,710000,Normal saline solution infus,79.38
250000006,710001,D5w infusion,87.25
250000006,710002,Ringers lactate infusion,82
250000006,710718,Ceftriaxone sodium injection,38.36
250000006,710719,Ceftriaxone sodium injection,39.89
250000006,710720,Ceftriaxone sodium injection,44.22
250000006,714544,Ceftriaxone sodium injection,37.65
250000006,720206,SODIUM CHLORIDE 0.9% 500 ML + HEPARIN 10 000 UNITS (APHERESIS) 500 mL Bag,75.05
250000006,720460,Methacholine chloride  neb,32.76
250000006,720718,Ceftriaxone sodium injection,38.36
250000006,720719,Ceftriaxone sodium injection,39.89
250000006,720720,Ceftriaxone sodium injection,44.22
250000006,724544,Ceftriaxone sodium injection,37.65
250000006,730,Atropine sulfate injection,64.5
250000006,731,Atropine sulfate injection,50.44
250000006,7321,sodium chloride 3 % parenteral solution 500 mL Bag,80.25
250000006,7321,sodium chloride 3 % parenteral solution 10 mL Vial,79.94
250000006,7322,sodium chloride 4 mEq/mL (23.4%) parenteral solution 100 mL Vial,45.8
250000006,7322,sodium chloride 4 mEq/mL (23.4%) parenteral solution 200 mL Vial,127.35
250000006,7322,sodium chloride 4 mEq/mL (23.4%) parenteral solution 30 mL Vial,51.68
250000006,7323,sodium chloride 5 % parenteral solution 500 mL Bag,82
250000006,734,Atropine sulfate injection,61.86
250000006,7508,Streptomycin injection,66.74
250000006,7556,sulfamethoxazole-trimethoprim 400-80 mg/5 mL solution 10 mL Vial,64.52
250000006,76334,darbepoetin alfa-albumin per 1 mcg,"1,336.09"
250000006,76344,Anidulafungin injection,159.98
250000006,76353,Lumizyme injection,"2,387.50"
250000006,76364,Decitabine injection,"1,243.98"
250000006,76527,Naltrexone  depot form,"3,479.55"
250000006,767,azathioprine per 100 mg,690.06
250000006,76843,Oral aprepitant,205.46
250000006,76868,Rasburicase,"9,625.68"
250000006,76962,darbepoetin alfa-albumin per 1 mcg,312.41
250000006,76963,darbepoetin alfa-albumin per 1 mcg,447.96
250000006,76964,darbepoetin alfa-albumin per 1 mcg,609.44
250000006,76965,darbepoetin alfa-albumin per 1 mcg,"1,001.92"
250000006,76966,darbepoetin alfa-albumin per 1 mcg,609.43
250000006,77007,Medroxyprogesterone acetate,627.75
250000006,77009,In morphine preservativ free,755.06
250000006,77195,Levetiracetam injection,45.02
250000006,77685,Micafungin sodium injection,248.54
250000006,78420,Azacitidine injection,501.89
250000006,7876,Thiamine hcl 100 mg,41.2
250000006,7901,thiotepa per 15 mg,"1,826.98"
250000006,800229,NaCl 0.9% 0.9% solution 1 each,0.01
250000006,800327,250000006,0.01
250000006,800507,Ringers lactate infusion,78.5
250000006,800508,D5w infusion,79.2
250000006,800509,Normal saline solution infus,78.5
250000006,801294,Normal saline solution infus,0.01
250000006,801801,IRB 17-004167 NaCl 0.9% (PVC-Free) solution 1 each,0.01
250000006,801852,dextrose 50% 1 each,0.01
250000006,801853,sodium chloride 0.9% 0.9% 1 each,0.01
250000006,801858,dextrose 50% 1 each,0.01
250000006,810930,stabilizer 10 mL 1 each,0.01
250000006,811020,IRB 17-008496 IVSS 10 mL 1 each,0.01
250000006,8120,Triamcinolone acet inj NOS,69.96
250000006,81696,Eculizumab injection,"16,732.48"
250000006,8178,Trimethobenzamide hcl inj,147.9
250000006,82228,Temsirolimus injection,"2,489.89"
250000006,82301,clindamycin per 300 mg,40.73
250000006,8442,Vancomycin hcl injection,46.72
250000006,8443,Vancomycin hcl injection,44.22
250000006,8444,Vancomycin hcl injection,104.28
250000006,8527,verapamil 2.5 mg/mL solution 2 mL Vial,130.39
250000006,8594,Vinblastine sulfate inj,314.99
250000006,87860,Lanreotide injection,"15,792.50"
250000006,87861,Lanreotide injection,"14,361.20"
250000006,87889,insulin glusine per 5 Units,376.93
250000006,87925,Ifosfamide injection,311.48
250000006,88093,Anidulafungin injection,269.93
250000006,88241,Idarubicin hcl injection,340.08
250000006,88376,Cisplatin 10 MG injection,255.25
250000006,88570,Lanreotide injection,"11,962.50"
250000006,88615,Doripenem injection,176.77
250000006,88652,Ixabepilone injection,"3,373.13"
250000006,88653,Ixabepilone injection,"10,044.38"
250000006,89128,Triamcinolone A inj PRS-free,504.07
250000006,89350,Pemetrexed injection,"2,028.65"
250000006,8981,albumin human 25% per 50 mL,284.98
250000006,8982,albumin human 5% per 50 mL,167.81
250000006,8993,aldesleukin per vial,"9,560.75"
250000006,9001,alprostadil per 1.25 mcg,393.14
250000006,9002,Alteplase recombinant,"20,960.65"
250000006,9003,Alteplase recombinant,"10,692.83"
250000006,9075,amobarbital per 125 mg,"2,252.69"
250000006,9083,Ampicillin sodium per 1.5 gm,41.61
250000006,9084,Ampicillin sodium per 1.5 gm,67.86
250000006,9116,Antithrombin iii injection,47.88
250000006,91185,Inj secretin synthetic human,945.31
250000006,91280,Octreotide inj  non-depot,53.33
250000006,91282,Octreotide inj  non-depot,488.23
250000006,9183,Azathioprine oral 50mg,6.53
250000006,91946,Morphine sulfate injection,99.4
250000006,92074,DTaP-IPV/Hib: Diphth-Tet-acell Pertussis & Inactivated Poliovirus & Haemophilus influenza b (PF) 15 Lf unit-20 mcg-5 Lf/0.5 mL kit 1 each KIT,101.16
250000006,92074,DTaP-IPV/Hib: Diphth-Tet-acell Pertussis & Inactivated Poliovirus & Haemophilus influenza b (PF) 15 Lf unit-20 mcg-5 Lf/0.5 mL kit 1 each Vial,101.16
250000006,92074,DTaP-IPV/Hib: Diphth-Tet-acell Pertussis & Inactivated Poliovirus & Haemophilus influenza b (PF) 15 Lf unit-20 mcg-5 Lf/0.5 mL kit 0.5 mL Vial,101.79
250000006,9259,Inj benztropine mesylate,164.49
250000006,9266,Betamethasone acet&sod phosp,156.18
250000006,9289,Bleomycin sulfate injection,107.16
250000006,9308,bumetanide per 0.5 mg,42.08
250000006,93084,amiodarone per 30 mg,40.18
250000006,9320,Buprenorphine hydrochloride,134.39
250000006,9347,Calcitonin salmon injection,"6,732.63"
250000006,9348,Inj calcitriol per 0.1 mcg,63
250000006,93566,Romiplostim injection,"4,936.13"
250000006,93747,Mitoxantrone hydrochl / 5 MG,710.09
250000006,93837,Cefepime HCl for injection,103
250000006,93838,Cefepime HCl for injection,189.98
250000006,93936,clevidipine butyrate per 1 mg,328.26
250000006,9452,Cefotaxime sodium injection,43.22
250000006,9453,Cefotaxime sodium injection,132
250000006,9454,Cefotaxime sodium injection,53.67
250000006,9461,Cefoxitin sodium injection,45.8
250000006,9463,Cefoxitin sodium injection,64.12
250000006,9474,Inj ceftazidime per 500 mg,50.64
250000006,9476,Inj ceftazidime per 500 mg,69.09
250000006,9487,Ceftriaxone sodium injection,39.89
250000006,9488,Ceftriaxone sodium injection,44.22
250000006,9489,Ceftriaxone sodium injection,37.65
250000006,9490,Ceftriaxone sodium injection,38.36
250000006,9491,Ceftriaxone sodium injection,97.84
250000006,9492,Ceftriaxone sodium injection,103
250000006,9493,Ceftriaxone sodium injection,199.56
250000006,9526,Chlorothiazide sodium inj,178.93
250000006,95794,Injection onabotulinumtoxinA,952.5
250000006,95849,Plerixafor injection,"19,512.88"
250000006,9603,Cilastatin sodium injection,84.65
250000006,9615,Inj cladribine per 1 MG,793.63
250000006,9681,Colistimethate sodium inj,83.31
250000006,9682,collagenase 250 unit/gram ointment 30 g Tube,675.04
250000006,9686,Cosyntropin cortrosyn inj,373.35
250000006,96972,lacosamide 200 mg/20 mL solution 20 mL Vial,87.52
250000006,96986,Degarelix injection,831.68
250000006,96988,conivaptan in D5W 20 mg/100 mL solution 100 mL Bag,"1,845.00"
250000006,96989,fibrinogen 1 gram (900mg-1 300mg) recon soln 1 each Vial,"2,956.93"
250000006,9705,Cyclosporin parenteral 250mg,162.71
250000006,9706,Cyclosporine oral 100 mg,9.41
250000006,9707,Cyclosporine oral 25 mg,16.52
250000006,9708,Cyclosporine oral 100 mg,101.47
250000006,9723,Deferoxamine mesylate inj,68.38
250000006,97252,dilTIAZem 5 mg/mL solution 5 mL Vial,36.61
250000006,97252,dilTIAZem 5 mg/mL solution 10 mL Vial,36.09
250000006,97252,dilTIAZem 5 mg/mL solution 25 mL Vial,36.63
250000006,97260,Temozolomide injection,"2,582.63"
250000006,97342,SUMAtriptan 6 mg/0.5 mL solution 0.5 mL Vial,91.57
250000006,9748,Inj desmopressin acetate,72.22
250000006,9788,dextrose 5% in lactated ringers per 1000 mL,78.5
250000006,9795,potassium chloride-D5W-NaCl 0.9 % 20 mEq/L parenteral solution 1 000 mL Bag,82
250000006,9800,D5W and NaCl 0.2 % with KCl 20 mEq/L 20 mEq/L parenteral solution 1 000 mL Bag,82
250000006,9801,D5W and NaCl 0.45 % with KCl 20 mEq/L 20 mEq/L parenteral solution 1 000 mL Bag,96
250000006,9804,D5W and NaCl 0.45 % with KCl 30 mEq/L 30 mEq/L parenteral solution 1 000 mL Bag,82
250000006,9815,5% dextrose/normal saline,87.25
250000006,98312,Ferumoxytol,"2,395.13"
250000006,9859,Inj dihydroergotamine mesylt,160.5
250000006,9872,Dimecaprol injection,520.03
250000006,9892,Inj dobutamine HCL/250 mg,53.4
250000006,9916,Edetate calcium disodium inj,"13,888.66"
250000006,9938,epoetin alfa per 1000 Units,508.03
250000006,9939,epoetin alfa per 1000 Units,149.59
250000006,9940,epoetin alfa per 1000 Units,199.38
250000006,9941,epoetin alfa per 1000 Units,359.04
250000006,99461,Dexamethasone intra implant,"4,059.00"
250000006,99465,AbobotulinumtoxinA,534.25
250000006,99702,Paliperidone palmitate inj,"4,239.05"
250000006,9972,Inj estrogen conjugate 25 MG,817.58
250000006,99982,Pralatrexate injection,"13,803.03"
250000007,10014,fat emulsion 20 % emulsion 250 mL Bag,184.13
250000007,10014,fat emulsion 20 % emulsion 500 mL Bag,189
250000007,100393,aztreonam lysine 75 mg/mL solution for nebulization 1 mL Vial,244.88
250000007,100417,sildenafil 10 mg/12.5 mL solution 12.5 mL Vial,227.21
250000007,10058,fluocinolone 0.01 % shampoo 120 mL Bottle,"1,172.92"
250000007,10061,fluorescein-benoxinate 0.25-0.4 % drops 5 mL DROP BTL,114.76
250000007,10105,gentamicin 590 mcg/mg powder 5 g Jar,65.25
250000007,10105,gentamicin 590 mcg/mg powder 1 000 g Jar,"2,730.00"
250000007,10105,gentamicin 590 mcg/mg powder 2.88 g Bottle,16.42
250000007,10267,indomethacin 1 mg/mL recon soln 1 each Vial,993.3
250000007,10351,physiological irrig soln no.1 140-5-3-98 mEq/L solution 1 000 mL Bottle,67.5
250000007,10351,physiological irrig soln no.1 140-5-3-98 mEq/L solution 500 mL Bottle,65.75
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 30 mL Vial,35.24
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 2 mL AMPUL,36.31
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 5 mL AMPUL,35.65
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 5 mL Vial,36.9
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 2 mL Vial,38.55
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 1 mL Syringe,35.18
250000007,104207,lidocaine (PF) 10 mg/mL (1 %) solution 13 mL Syringe,35.27
250000007,104208,lidocaine (PF) 20 mg/mL (2 %) solution 10 mL AMPUL,35.79
250000007,104208,lidocaine (PF) 20 mg/mL (2 %) solution 2 mL Vial,38.56
250000007,104208,lidocaine (PF) 20 mg/mL (2 %) solution 5 mL Vial,36.6
250000007,104208,lidocaine (PF) 20 mg/mL (2 %) solution 2 mL AMPUL,36.82
250000007,10426,lidocaine-EPINEPHrine 0.5 %-1:200 000 solution 50 mL Vial,35.84
250000007,10429,lidocaine-EPINEPHrine (PF) 1.5 %-1:200 000 solution 5 mL AMPUL,37.71
250000007,10429,lidocaine-EPINEPHrine (PF) 1.5 %-1:200 000 solution 30 mL Vial,36.16
250000007,10429,lidocaine-EPINEPHrine (PF) 1.5 %-1:200 000 solution 30 mL AMPUL,36.3
250000007,10429,lidocaine-EPINEPHrine (PF) 1.5 %-1:200 000 solution 10 mL Vial,37.18
250000007,10442,liothyronine 10 mcg/mL solution 1 mL Vial,"1,800.13"
250000007,104962,lactulose 20 gram/30 mL solution 30 mL Cup,5.79
250000007,105482,lacosamide 10 mg/mL solution 465 mL Bottle,"1,992.09"
250000007,105482,lacosamide 10 mg/mL solution 10 mL Cup,60.79
250000007,105482,lacosamide 10 mg/mL solution 1 mL Syringe,14.7
250000007,105482,lacosamide 10 mg/mL solution 5 mL Cup,31.96
250000007,10558,methohexital 10 mg/mL recon soln 1 each Vial,700.93
250000007,10599,miconazole 2 % powder 85 g Bottle,64.58
250000007,10606,microfibrillar collagen hemostat powder 1 g Jar,756.42
250000007,106249,neomycin-polymyxin B-dexameth 3.5 mg/g-10 000 unit/g-0.1 % ointment 3.5 g Tube,76.59
250000007,106363,lidocaine (PF) 5 mg/mL (0.5 %) solution 50 mL Vial,35.86
250000007,10681,nafcillin per 2 g,208.66
250000007,10726,nitroglycerin 400 mcg/mL solution 250 mL Bottle,106.5
250000007,10791,organ preservation solution irrigation solution 1 000 mL Bag,"1,582.00"
250000007,108124,nafcillin per 2 g,94.25
250000007,108804,rufinamide 40 mg/mL suspension 460 mL Bottle,60.68
250000007,111216,iodine-potassium iodide 5-10 % solution 8 mL Vial,77.72
250000007,111216,iodine-potassium iodide 5-10 % solution 15 mL Bottle,70.11
250000007,111216,iodine-potassium iodide 5-10 % solution 30 mL Bottle,97.34
250000007,111437,hydroxocobalamin 5 g recon soln 1 each Vial,"2,418.20"
250000007,112480,polidocanol 0.5 % (10 mg/2 mL) solution 2 mL AMPUL,38.94
250000007,11291,rifAMPin 60 mg/mL recon soln 1 each Vial,274.48
250000007,113621,methylnaltrexone 8 mg/0.4 mL syringe 0.4 mL Syringe,353.73
250000007,11403,NaCl 0.9 % solution 1 500 mL Bottle,71
250000007,11403,NaCl 0.9 % solution 3 000 mL Bottle,118.5
250000007,11403,NaCl 0.9 % solution 1 000 mL Bag,53.5
250000007,11403,NaCl 0.9 % solution 250 mL Bottle,54.38
250000007,11403,NaCl 0.9 % solution 500 mL Bottle,55.25
250000007,11403,NaCl 0.9 % solution 1 000 mL Bottle,53.5
250000007,11410,sodium thiosulfate (bulk) 100 % crystals 500 g Jar,141.25
250000007,11410,sodium thiosulfate (bulk) 100 % crystals 190 g Jar,155.1
250000007,11443,SUFentanil 50 mcg/mL solution 5 mL Vial,71.16
250000007,11443,SUFentanil 50 mcg/mL solution 2 mL AMPUL,71.26
250000007,11443,SUFentanil 50 mcg/mL solution 5 mL AMPUL,71.11
250000007,11517,tetracaine HCl (PF) 1 % (10 mg/mL) solution 2 mL AMPUL,68.76
250000007,11566,tobramycin-dexamethasone 0.3-0.1 % ointment 3.5 g Tube,684.82
250000007,11567,tobramycin-dexamethasone 0.3-0.1 % drops suspension 2.5 mL DROP BTL,166.8
250000007,11573,tranexamic acid 1 000 mg/10 mL (100 mg/mL) solution 10 mL Vial,110.61
250000007,11589,trichloroacetic acid 80 % solution 15 mL Bottle,241.98
250000007,116008,pregabalin 20 mg/mL solution 473 mL Bottle,21.17
250000007,116008,pregabalin 20 mg/mL solution 3.75 mL Syringe,20.01
250000007,116008,pregabalin 20 mg/mL solution 1.25 mL Syringe,20.01
250000007,116008,pregabalin 20 mg/mL solution 2.5 mL Syringe,20.01
250000007,116008,pregabalin 20 mg/mL solution 5 mL Syringe,20.01
250000007,11608,tromethamine 36 mg/mL (0.3 M) solution 100 mL Vial,183.76
250000007,11641,vitamin A 50 000 Unit/mL solution 2 mL Vial,405.03
250000007,11641,vitamin A 50 000 Unit/mL solution 0.1 mL Syringe,53.62
250000007,11671,sterile water solution 50 mL Vial,43
250000007,11671,sterile water solution 100 mL Vial,49.4
250000007,11671,sterile water solution 10 mL Vial,38
250000007,11671,sterile water solution 20 mL Vial,39.4
250000007,11671,sterile water solution 2 mL Syringe,35
250000007,11671,sterile water solution 50 mL,35
250000007,11671,sterile water solution 5 mL Vial,45.04
250000007,116998,sodium picosulfate-magnesium oxide-citric acid 10 mg-3.5 gram-12 gram powder in packet 2 each Packet,217.19
250000007,116998,sodium picosulfate-magnesium oxide-citric acid 10 mg-3.5 gram-12 gram powder in packet 1 each Packet,217.19
250000007,119142,atracurium 10 mg/mL solution 10 mL Vial,69.4
250000007,119142,atracurium 10 mg/mL solution 5 mL Vial,52.56
250000007,119149,CISatracurium 2 mg/mL solution 5 mL Vial,55.16
250000007,119149,CISatracurium 2 mg/mL solution 10 mL Vial,71.56
250000007,120105,potassium iodide and iodine 5 % solution 500 mL Bottle,50.11
250000007,120107,amino acid (TROPHAMINE) 10 % parenteral solution 500 mL Bag,728.75
