Off ID,Supply Name,Contact Date,Charge Code ID,Charge Code Name,Billed Charge
20083878,SCREW PEG GOLD 30MM,05/10/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,420
20083850,SCREW PEG THREADED 10MM,05/10/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,420
20084275,SCREW PEG THREADED 12MM,05/10/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,420
20083851,SCREW PEG THREADED 14MM,05/10/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,420
20083852,SCREW PEG THREADED 30MM,05/10/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,420
20085255,STENT 7X24 ENDO URETERECTOMY,01/09/2018,27010413,HC OR 278 C2617 STENT NONCOR TEMP WO DELIV SYS,423.955
20084427,STENT 7X26 ENDO URETERECTOMY,02/01/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,423.955
20093783,GUIDEWIRE BEAD TIP 2.6X8,05/26/2016,27010439,HC OR 278 C1769 GUIDEWIRE,427
20098311,SCREW LOCKIN TI 3.5X18,04/23/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20091459,SCREW LOCKING 3.5 ARTHREX,06/15/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20095833,SCREW LOCKING LOWPROFIL 3.5X18,09/13/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20093631,SCREW LOCKING LOWPROFIL 3.5X24,06/15/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20093630,SCREW LOCKING LOWPROFIL 3.5X26,08/21/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20093627,SCREW LOCKING LOWPROFIL 3.5X28,12/04/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20097788,SCREW LOCKING LOWPROFIL 3.5X32,12/04/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20096668,SCREW LOWPROFILE 3.5X16,08/21/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20097840,SCREW LOWPROFILE 3.5X20,12/12/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20097841,SCREW LOWPROFILE 3.5X34,12/12/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,427
20086428,SCREW 5.0X36MM LOCKING,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,430.5
20086429,SCREW 5.0X90MM LOCKING,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,430.5
20086430,SCREW 5.0X95MM LOCKING,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,430.5
20080661,PLATE T-PLATE RIGHT ANGLE 3 HO,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,436.17
20097345,SCREW 3.5 MM VARI ANGLE LCK 24,07/17/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
20097346,SCREW 3.5 MM VARI ANGLE LCK 26,07/17/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
20095789,SCREW ANGLE LOCKING 3.5 X 28,07/17/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
20093633,SCREW ANGLE LOCKING 3.5 X 30,07/17/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
20093637,SCREW ANGLE LOCKING 3.5 X 70,05/30/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
20093638,SCREW ANGLE LOCKING 3.5 X 75,05/30/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
20097103,SCREW ANGLE LOCKING 3.5 X 80,05/30/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.08
0985403,CATHETER DIALYSIS UNCUFF 20CM ,02/02/2017,27010423,HC OR 278 C1752 CATH HEMODIALYSIS SHORT TERM,437.5
0985402,CATHETER DIALYSIS UNCUFF 30CM ,05/16/2017,27010423,HC OR 278 C1752 CATH HEMODIALYSIS SHORT TERM,437.5
20095729,SCREW CANNULATED 2.0 MM X 10,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20094481,SCREW CANNULATED 2.0 MM X 11,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095730,SCREW CANNULATED 2.0 MM X 18,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095731,SCREW CANNULATED 2.0 MM X 19,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095732,SCREW CANNULATED 2.0 MM X 20,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095733,SCREW CANNULATED 2.0 MM X 21,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20094483,SCREW CANNULATED 2.0 MM X 8,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20094484,SCREW CANNULATED 2.0 MM X 9,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20091104,SCREW CANNULATED 2.5 MM X 10,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20094390,SCREW CANNULATED 2.5 MM X 12,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20094391,SCREW CANNULATED 2.5 MM X 14,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095718,SCREW CANNULATED 2.5 MM X 24,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095720,SCREW CANNULATED 2.5 MM X 26,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095721,SCREW CANNULATED 2.5 MM X 28,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095722,SCREW CANNULATED 2.5 MM X 30,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095723,SCREW CANNULATED 2.5 MM X 32,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095724,SCREW CANNULATED 2.5 MM X 34,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20088176,SCREW CANNULATED 3.0 MM X 12,06/25/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,437.5
20092444,SCREW CANNULATED 3.0 MM X 22,06/25/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,437.5
20095725,SCREW CANNULATED 3.0 MM X 26,06/24/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,437.5
20095726,SCREW CANNULATED 3.0 MM X 28,06/24/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,437.5
20095727,SCREW CANNULATED 3.0 MM X 30,06/24/2017,27010970,HC OR 278 IMPLANT SURG SUPPLIES,437.5
20095728,SCREW CANNULATED 3.0 MM X 32,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095735,SCREW CANNULATED 3.0 MM X 34,01/09/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20084524,SCREW CANNULATED 3.0MM X 14,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20084525,SCREW CANNULATED 3.0MM X 16,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095683,SCREW CANNULATED 3.0MM X10,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095684,SCREW CANNULATED 3.0MM X14,05/23/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095685,SCREW CANNULATED 3.0MM X16,05/23/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095686,SCREW CANNULATED 3.0MM X20,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095687,SCREW CANNULATED 3.0MM X22,05/23/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095688,SCREW CANNULATED 3.0MM X24,05/23/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20083716,SCREW CANNULATED 3.0MMX18,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095737,SCREW CANNULATED 3.5 MM X 10,05/24/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095689,SCREW CANNULATED 3.5MM X12,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095690,SCREW CANNULATED 3.5MM X14,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095691,SCREW CANNULATED 3.5MM X20,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095692,SCREW CANNULATED 3.5MM X22,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095693,SCREW CANNULATED 3.5MM X24,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095694,SCREW CANNULATED 3.5MM X26,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095695,SCREW CANNULATED 3.5MM X28,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095696,SCREW CANNULATED 3.5MM X30,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095697,SCREW CANNULATED 3.5MM X32,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095698,SCREW CANNULATED 3.5MM X34,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095699,SCREW CANNULATED 3.5MM X36,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095700,SCREW CANNULATED 3.5MM X38,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095701,SCREW CANNULATED 3.5MM X40,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095702,SCREW CANNULATED 3.5MM X42,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095703,SCREW CANNULATED 3.5MM X44,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095704,SCREW CANNULATED 3.5MM X46,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095705,SCREW CANNULATED 3.5MM X48,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20095706,SCREW CANNULATED 3.5MM X50,02/27/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20098738,SCREW LOCK L PROFILE VAL 3X16 ,10/30/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20091461,SUTURE TAK DISP INSTRUMENT KIT,11/08/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,437.5
20093137,SCREW LOCKING SLF-TAP 3.5X30MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,440.44
20087966,SCREW LOCKING SLF-TAP 3.5X60MM,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,440.44
20096833,GUIDEWIRE UNTHREADED 2.0X200MM,11/05/2018,27070464,HC OR 272 C1769 GUIDEWIRE,444.5
66S0671,INTRODUCER KIT 8 FR,06/09/2017,27010443,HC OR 278 C1894 INTRO SHEATH NON LASER,455
20085890,SCREW CONDYLE 5X100MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085891,SCREW CONDYLE 5X105MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085892,SCREW CONDYLE 5X110MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085893,SCREW CONDYLE 5X115MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085894,SCREW CONDYLE 5X120MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085878,SCREW CONDYLE 5X40MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085879,SCREW CONDYLE 5X45MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085880,SCREW CONDYLE 5X50MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085881,SCREW CONDYLE 5X55MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085882,SCREW CONDYLE 5X60MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085883,SCREW CONDYLE 5X65MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085884,SCREW CONDYLE 5X70MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085885,SCREW CONDYLE 5X75MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085886,SCREW CONDYLE 5X80MM,06/30/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085887,SCREW CONDYLE 5X85MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085888,SCREW CONDYLE 5X90MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085889,SCREW CONDYLE 5X95MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20092727,SCREW CRSSPIN ST 2.3 X 13,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20092728,SCREW CRSSPIN ST 2.3 X 14,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455
20085791,PLATE COMPRESS 6 HOLE/103MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,455.945
20094852,PEG SMOOTH LOCK 2.2X12,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094853,PEG SMOOTH LOCK 2.2X13,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094854,PEG SMOOTH LOCK 2.2X14,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094855,PEG SMOOTH LOCK 2.2X15,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094856,PEG SMOOTH LOCK 2.2X16,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094857,PEG SMOOTH LOCK 2.2X18,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094858,PEG SMOOTH LOCK 2.2X20,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094859,PEG SMOOTH LOCK 2.2X22,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094860,PEG SMOOTH LOCK 2.2X24,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094861,PEG SMOOTH LOCK 2.2X26,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094862,PEG SMOOTH LOCK 2.2X28,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094863,PEG SMOOTH LOCK 2.2X30,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094866,SCREW LOCK SQUARE 2.7X10,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094867,SCREW LOCK SQUARE 2.7X11,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094868,SCREW LOCK SQUARE 2.7X12,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094869,SCREW LOCK SQUARE 2.7X13,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094870,SCREW LOCK SQUARE 2.7X14,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094871,SCREW LOCK SQUARE 2.7X15,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094872,SCREW LOCK SQUARE 2.7X16,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094873,SCREW LOCK SQUARE 2.7X18,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094874,SCREW LOCK SQUARE 2.7X20,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094875,SCREW LOCK SQUARE 2.7X22,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094876,SCREW LOCK SQUARE 2.7X24,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094877,SCREW LOCK SQUARE 2.7X26,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094878,SCREW LOCK SQUARE 2.7X28,07/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094879,SCREW LOCK SQUARE 2.7X30,02/01/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094864,SCREW LOCK SQUARE 2.7X8,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20094865,SCREW LOCK SQUARE 2.7X9,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,469
20085698,PLATE LG FRAG NAR 10HOLE 172MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.255
20085697,PLATE LG FRAG NAR 8 HOLE 140MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.255
20095051,SCREW CANNULATED 2.0 MM X 12,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095052,SCREW CANNULATED 2.0 MM X 13,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095709,SCREW CANNULATED 2.0 MM X 22,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095710,SCREW CANNULATED 2.0 MM X 23,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095711,SCREW CANNULATED 2.0 MM X 24,01/09/2018,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095713,SCREW CANNULATED 2.5 MM X 16,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095714,SCREW CANNULATED 2.5 MM X 18,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095716,SCREW CANNULATED 2.5 MM X 20,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095717,SCREW CANNULATED 2.5 MM X 22,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095143,SCREW CANNULATED 3.0MM X 24,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095144,SCREW CANNULATED 3.5MM X 18,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20095163,SCREW CANNULATED 3.5MM X16,09/06/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,472.5
20080925,TIBIAL LOCKING BAR BIO,11/11/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,472.5
20095198,SCREW BONE T10 3.5X26MM,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483
20095199,SCREW BONE T10 3.5X28MM,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483
20095200,SCREW BONE T10 3.5X32MM,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483
20095201,SCREW BONE T10 3.5X38MM,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483
20092746,STENT PACREATIC 5FR 3CM,08/23/2018,27011086,HC OR 278 C2625 STENT NON-COR TEM W/DEL SY,483
20092745,STENT PACREATIC 5FR 5CM,08/23/2018,27011086,HC OR 278 C2625 STENT NON-COR TEM W/DEL SY,483
20096155,SCREW 2.7MMX10MM LCKING ST T8 ,09/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20094664,SCREW 2.7MMX12MM LCKING ST T8 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20092054,SCREW 2.7MMX16MM LCKING ST T8 ,11/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20091954,SCREW 2.7MMX24MM LCKING ST T8 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20094021,SCREW 2.7MMX26MM LCKING ST T8 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20091946,SCREW 2.7MMX30MM LCKING ST T8 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20092181,SCREW 2.7MMX32MM LCKING ST T8 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20094022,SCREW 2.7MMX46MM LCKING ST T8 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20096156,SCREW 2.7MMX8MM LCKING ST T8,09/14/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20092137,SCREW CONICAL SLF-TPNG 3.5X75 ,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20095060,SCREW VA LOCK 2.7X40 SLF TPNG ,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20095788,SCREW VA LOCK 2.7X44 SLF TPNG ,05/31/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,483.56
20098400,BALLOON DILATION SYS 14X40,05/30/2018,27070492,HC OR 272 C1726 CATH BAL DIL NON VASCULAR,486.5
20090253,PLATE TUBULAR LCP 5HOLE 57MM,06/29/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,488.04
20090254,PLATE TUBULAR LCP 6HOLE 69MM,06/29/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,488.04
20087466,STENT URETERAL 4.6FR 22-30CM,01/18/2018,27010970,HC OR 278 IMPLANT SURG SUPPLIES,490
20087467,STENT URETERAL 6FR 22-30CM,01/18/2018,27010413,HC OR 278 C2617 STENT NONCOR TEMP WO DELIV SYS,490
20092895,SUTURE LASSO TCURVE LEFT SD25 ,08/21/2017,27010964,HC OR 272 STERILE SURG SUPPLIES,490
20084279,PLATE SELF COMPRES BROAD 9HOLE,06/29/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,491.155
20092660,FEMORAL NECK ADAPTER 3MM,07/06/2016,27010414,HC OR 278 C1776 DEVICE JOINT IMPLANTABLE,497
66S0670,INTRODUCER KIT 7FR,09/26/2018,27010443,HC OR 278 C1894 INTRO SHEATH NON LASER,497
20090435,STENT 7X7 D BEND ADVANIX BILIA,02/20/2018,27011086,HC OR 278 C2625 STENT NON-COR TEM W/DEL SY,497
20089693,STENT10X12D BEND ADVANIX BILIA,02/07/2017,27010416,HC OR 278 C1876 STENT NONCOA NONCOV W DELIV,497
20089692,STENT10X9 D BEND ADVANIX BILIA,02/20/2018,27011086,HC OR 278 C2625 STENT NON-COR TEM W/DEL SY,497
20081637,PLATE TUBULAR LCP 7HOLE 81MM,07/11/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,497.84
20093781,GUIDEWIRE ENTRY 3.2X320,05/26/2016,27010439,HC OR 278 C1769 GUIDEWIRE,500.5
20087437,SCREW LOCKING 4MM 38MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,501.27
0186310,CATHETER 18FR 30CC 3 WAY,05/16/2018,27010966,HC OR 272 A4346 CATH 3 WAY,501.9
0186250,CATHETER 24FR 30CC 3 WAY,02/16/2018,27010966,HC OR 272 A4346 CATH 3 WAY,501.9
20085801,PLATE 4 HOLE 83MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,511
20085802,PLATE SELF COMP 4 HOLE 76MM,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,511
20085800,PLATE T,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,511
20085799,PLATE T 6 HOLE,04/07/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,511
20081724,SCREW LOWPROFILE BIO,05/26/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,511
66S5909,CATHETER HICKMAN 9.6 SINGLE,07/06/2016,27010423,HC OR 278 C1752 CATH HEMODIALYSIS SHORT TERM,514.5
20086413,SCREW LOCKING SLF- TAP 3.5 36M,05/19/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20097116,SCREW LOCKING SLF-TAP 5 X 55MM,05/05/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20097117,SCREW LOCKING SLF-TAP 5 X 60MM,05/05/2017,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094145,SCREW LOCKING SLF-TAP 5.0X14MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094740,SCREW LOCKING SLF-TAP 5.0X16MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094741,SCREW LOCKING SLF-TAP 5.0X18MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094742,SCREW LOCKING SLF-TAP 5.0X20MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094082,SCREW LOCKING SLF-TAP 5.0X24MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094739,SCREW LOCKING SLF-TAP 5.0X26MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20094083,SCREW LOCKING SLF-TAP 5.0X30MM,05/20/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20085606,SCREW LOCKING SLF-TAP 5.0X40MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20085607,SCREW LOCKING SLF-TAP 5.0X42MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
20085608,SCREW LOCKING SLF-TAP 5.0X44MM,05/18/2016,27010418,HC OR 278 C1713 ANCHOR SCREW BN TIS BN,517.44
