CDM,BILLING DESCRIPTION  ,CPT   , LOURDES WCH PRICE 
074254,"SUTURE,ETHIBOND",00000, $147.00 
074258,SUTURE PROLENE#8842H,00000, $250.00 
074272,SUTURE PDS 2-0 231,00000, $97.00 
074278,SUTURE PDS Z496G,00000, $234.00 
074294,"SUTURE,VICRYL 3-0",00000, $729.00 
074295,SUTURE RETR HEWS,00000, $631.00 
074303,SUTURE 2-0 PROLENE 865H,00000, $97.00 
074310,SUTURE 3-0 SILK C053T,00000, $390.00 
074314,SUTURE PLAIN 2-0 #843H,00000, $92.00 
074358,SUT VICRYL 2.0 J945H,00000, $97.00 
074362,SUT.PROLNE 6-0 8805H,00000, $488.00 
074363,SUT.PROLNE 6-0 8706H,00000, $320.00 
075430,BIT DRL 22MM 3.5MM TPR B,00000, $476.00 
076312,INFUS NEO VAMP TUBING,00000, $237.00 
076314,BLOD SMP PED VAMP TUBING,00000, $237.00 
077505,SHTH DSTN 6F 45 ST C-C,00000, $404.00 
078085,BIT MIDAS REX,00000," $2,453.00 "
078680,CONN CATH REPLACE 4FR,00000, $129.00 
078860,WIRE GUIDE,00000, $364.00 
078949,DRSG BRN FLX ACTCT 4X4,00000, $55.00 
081269,SET TRKR FSN ENT NVG SYS,00000, $579.00 
081273,SET TRKR FSN 9733534XOM,00000, $740.00 
084451,DRSG GRMCDL 1.75IN SLVSR,00000, $23.00 
085229,DEV SUT TIGERLOOP,00000, $634.00 
087813,DRESSING HDRGEL GRSLS BT,00000, $8.00 
087977,SINUS SHEATH DISP,00000, $474.00 
090475,NEURO CATH 3FR.,00000," $2,886.00 "
091080,BURR 50MM ACORN,00000, $662.00 
092495,OSTEOCHONDR REPAIR SYST,00000," $4,049.00 "
094145,TUBE TRACH 4.5 TTS CUFF,00000, $647.00 
094412,PUSH PULL REDUCT DEVICE,00000," $2,554.00 "
100235,DRILL SURG 5IN QRLSE 2.8,00000, $459.00 
100489,INTRODUCER TRCH TB 70X15,00000, $43.00 
100842,FORCEPS BX RAT TTH CHNL,00000," $1,605.00 "
101775,AIRWAY NASOPHAR 26F,00000, $393.00 
102607,CLIP HEM-O-LOK,00000, $591.00 
102648,WIRE PASSER #AR-1291S,00000," $1,076.00 "
102944,PERFORATOR 11MM DISP,00000," $1,693.00 "
103726,SYSTEM VENTICULOSTOMY,00000," $2,115.00 "
103727,EDM CATH 35CM,00000," $1,570.00 "
104364,CATH INTRO L8.5CM OD 5FR,00000, $178.00 
104365,CATH INTRO L8.5CM OD 6FR,00000, $178.00 
107045,CATHETER IV 24GA .026-.0,00000, $9.00 
107151,MANIPULATOR ENDO STD,00000, $812.00 
107153,MANIPULATOR ENDO LG,00000, $812.00 
108723,PACKING NSL RPD RHINO,00000, $127.00 
109339,MR INT. IRRIC TUB DISP,00000, $498.00 
110737,CAPIO SLIM DEVICE,00000," $2,667.00 "
111700,BANDAGE ESMARK,00000, $416.00 
114483,DRSNG GRMCDL 1.5MM.75IN,00000, $39.00 
114484,DRSG GRMCDL 7MM,00000, $53.00 
117025,EX FIX ELBOW HINGE FIX,00000," $4,762.00 "
117228,BIT DRL 2.5MM,00000, $315.00 
119685,TUBE ET 8.8MM 6MM REINFO,00000," $1,095.00 "
122911,DRSNG PRISMA COLOGEN,00000, $116.00 
123597,ORTHO OSTEOTOME DISP,00000," $2,936.00 "
124956,INTRODUCER SUPRPUB 16FR,00000, $92.00 
126181,CATHETER DRN 16FR 9 8/10,00000, $73.00 
126187,CATH SURG OD28FR,00000, $92.00 
126997,SYRINGE 60 ML W/GUAGE,00000, $560.00 
127102,BUTTON 4CM 14FR RADPQ LO,00000, $329.00 
128345,BIT DRILL 2.7MM,00000," $2,290.00 "
128360,GUIDEWIRE,00000, $616.00 
129232,CRYO PROBE,00000," $14,093.00 "
130083,CATH GD .014IN 1.8FR 130,00000," $1,836.00 "
131948,X-FIX PIN TO BAR COUPL,00000," $2,818.00 "
132640,CATH FGRTY 3F CV1040,00000," $1,017.00 "
132680,CATH FGRTY 5F CV1046,00000," $1,017.00 "
133177,CATH INTRCRAN CMN DISP,00000," $5,358.00 "
133180,CAMINO PRESS MNT SYSTEM,00000," $4,094.00 "
133315,CATH FOLEY5CC12FRTEF,00000, $330.00 
133687,CATH COUDE STRAIGHT 14FR,00000, $165.00 
133688,CATH FOLEY 16FR,00000, $104.00 
133701,CATH FOLEY 18FR,00000, $108.00 
133706,CATH URETH FLEXI-TIP,00000, $522.00 
134288,CATH RED RUBBER 8FR,00000, $228.00 
134346,CRANIAL ACCESS KIT,00000," $1,933.00 "
134380,CATH RED RUB UTIL 10,00000, $52.00 
134390,CATH RED RUBBIN 14FR,00000, $52.00 
134395,CATH RED RUB UTIL 16,00000, $54.00 
134400,CATH RED RUB UTIL 18,00000, $54.00 
134405,CATH RED RUB UTIL 20,00000, $52.00 
135424,SET IV SYS STOPCK 62IN 4,00000, $34.00 
135756,DRSG IV 1IN GUARDIVA,00000, $47.00 
135932,TBING INTRCRN PRS MNTR,00000," $3,405.00 "
136072,KIT CATH 20GA 8CM POWERG,00000, $388.00 
136883,KIT CATH 22GA 8CM POWERG,00000, $388.00 
137150,CATH SUCTION,00000, $10.00 
137932,CATHETER IU 18CM MLBL ST,00000, $204.00 
138810,DRSG HDRCLD AQUAGEL,00000, $167.00 
138941,KIT CATH ARW PK-01351-TW,00000, $327.00 
139368,FIBERLINK SUTURE #2,00000, $553.00 
139968,INTRODUCER MICRO SHEATH,00000, $209.00 
139994,"CATH,THORACIC ALL SIZES",00000, $404.00 
140320,CATH TROCAR 24FR,00000, $482.00 
140352,NEEDLE HUBER 19GAX11/2,00000, $86.00 
140353,SUTURE VICRYL O,00000, $36.00 
140355,SUTURE ETHIBOND2-0#X833H,00000, $55.00 
140360,CATH TROCAR 32FR,00000, $591.00 
141336,DRAIN SUCTION TRU-CLOSE,00000, $157.00 
142160,CATH URETERAL 5FR WH,00000, $464.00 
142300,CATH URET 6F 136406,00000, $464.00 
144016,CLAMP EX FIX LG CMBN,00000," $2,114.00 "
144139,FORCEP BIOPSY,00000," $2,147.00 "
144154,CAUTERY NEEDLE ELECT,00000, $133.00 
144422,TRACER POINT AXIEM,00000," $3,027.00 "
144542,HOOK SKN RETR STD SHRP,00000, $71.00 
147267,INFLTR NVNT BALLOON,00000, $442.00 
150657,NOSTRIL RETAINER #1,00000, $890.00 
150658,NOSTRIL RETAINER #2,00000, $890.00 
150685,GASTRIC CATH#B-2020,00000," $2,052.00 "
151941,MAYFIELD  SKULL PIN ADLT,00000, $254.00 
152551,SET EXT 8IN IV LL BFS,00000, $34.00 
152919,CLIP SKIN RANEY DEVICE,00000, $545.00 
153229,TUBE BLAKEMORE GI,00000," $2,222.00 "
153415,BURR 3MM RND FLUTED AGGR,00000, $403.00 
153416,BURR RND FLUT AGRS 40MM,00000, $403.00 
154819,WRENCH TORQUE DISP,00000, $478.00 
156402,SET CATH 4FR 60CM .018IN,00000, $333.00 
157170,STAPLER LN CUT PLC50,00000," $4,477.00 "
157175,STAPLER LN CUT PLCRU,00000," $1,893.00 "
157762,TRY WND DRN L28CM,00000, $685.00 
158352,DIALYSIS CATH PERITONEAL,00000," $2,124.00 "
158353,DIALYSIS TROCAR STYLET,00000, $744.00 
160509,ARMBOARD IV FOM PED,00000, $13.00 
160690,CATH 8FR PED,00000, $22.00 
161371,BIT DRL 120MM 3MM MINI C,00000, $595.00 
161698,ORTHO DRILL BIT,00000," $2,936.00 "
161829,CANNULA ENDO 5MM DVINC,00000," $2,340.00 "
161857,GRAFT HARVESTING DEVICE,00000," $1,183.00 "
162636,ELECTRODE BIP 36CM 5FR V,00000," $1,144.00 "
162700,DRAIN PENROSE 1/4X18,00000, $63.00 
162720,DRAIN PENROSE 1/2X18,00000, $63.00 
162760,DRAIN PENROSE 1X18,00000, $63.00 
164081,URO ELECTODE 3FR DISP,00000," $1,652.00 "
165918,BIT DRL CANN BIO-CMPR SC,00000, $476.00 
167051,"NEURO ARACH KNIFE 8""",00000, $857.00 
169027,KIT ART LN 5CM 2.5FR .01,00000, $187.00 
169626,INSUFFLAT  NDL 14GA.,00000, $394.00 
170213,FCP GRSP SERR 20CMX 5FR,00000," $1,843.00 "
172543,DRSG IDO TUBE ABS STRL,00000, $94.00 
172768,DISP BIOSPY NDL,00000," $3,310.00 "
172800,DRESSING DUODERM 4X4,00000, $160.00 
174902,NEURO ENDO SCOPE 15.5 CM,00000," $4,840.00 "
174907,NEURO CHANNEL SCOPE,00000," $7,683.00 "
175101,BIT DRL 44.5MM 1.1MM,00000," $1,018.00 "
176000,DRSNG RELEASE 4X3,00000, $48.00 
176192,CATH DRN BCTSL EVD,00000," $3,432.00 "
176348,STAPLE SPIKED LIGAMENT,00000," $1,142.00 "
176350,DRSNG RELEASE 8.3,00000, $48.00 
176356,PIN ORTH 3MM BRKWY,00000, $234.00 
176612,BIT DRL 300MM 7.3MM 2.9M,00000," $1,414.00 "
176831,SEPTUM BALLOON,00000, $869.00 
177773,EXTRACTR SURG HEX 1.5X2,00000, $296.00 
178100,DRSNG SURGIPD 8X71/2,00000, $48.00 
178268,TROCAR LAPSCP 100MM 5MM,00000, $112.00 
178289,CUTTER ENDO #LONG45A,00000," $3,985.00 "
178419,ROD MANDIBLE FULL,00000," $2,894.00 "
179000,DRSNG XEROFORM 1X8,00000, $85.00 
179101,DRSNG XEROFORM 5X9,00000, $94.00 
179160,NDL AMC/4 ART 19G,00000, $59.00 
179162,NDL ART AMC/4 21G,00000, $31.00 
180865,ELECTRODE EXT BLADE,00000, $320.00 
181109,CATH THOR STR 40FR,00000, $29.00 
183957,TUNNLER PAIN PUMP DISP,00000, $766.00 
184140,BREAST LESION NDL,00000, $237.00 
184193,BIT DRL 2.5MM PEDILOC,00000, $599.00 
184646,DEV SECUR PICC PED,00000, $26.00 
184655,LCK IV SET CONCTN,00000, $26.00 
186893,NORIAN DELIVERY SYSTEM,00000, $568.00 
188035,FORCEP GRASPING 3F,00000," $3,181.00 "
188117,"ELECTRODE,CUTTING LOOP",00000," $1,850.00 "
188698,STRYKER REAMER 02273000S,00000," $1,903.00 "
189242,GAUZE VASE PETR 3X9,00000, $92.00 
189793,DRSNG PROMOGRAN CLGN,00000, $102.00 
190480,BLD SHVR 11CM 2MM XPS,00000, $673.00 
191728,BURR ORTHO,00000," $2,800.00 "
191764,WIRE GD 1.6MM BONE,00000, $336.00 
192248,CLAMP SCREW ADJ EX-FIX,00000," $2,174.00 "
192789,GDWR GLIDEWIRE 038 S,00000," $1,126.00 "
192799,GDWR STRT MOV 082235,00000, $890.00 
192836,GUIDEWI TDW-45-80-10,00000, $783.00 
192910,GUIDEWIRE COOK URL,00000, $271.00 
192917,GDWR.035-150 STR.,00000," $1,336.00 "
194057,DRSG 4X4 OPTIVA GNTL BRD,00000, $31.00 
194193,DRSG 6X6IN GNTL BRDR,00000, $30.00 
197097,SET ADMIN CADD 123 SPIKE,00000, $49.00 
197825,INTRODUCER BRAIDED 50CM,00000," $3,242.00 "
198727,IMPLANT SYSTEM CMC LIG,00000," $4,283.00 "
199814,BANDAGE COFLX SLFADH 6X5,00000, $20.00 
200058,URO LAVINE DISP INSUFL,00000, $466.00 
200095,GUIDEWIRE URO 150CM .035,00000, $78.00 
200212,BASKET STON RTRVL 120CM,00000, $583.00 
205589,ACL DISP. KIT,00000," $1,310.00 "
207975,SUCTION CATH PEDI 8FR,00000, $71.00 
208130,TROCAR NON BLADE#511HT,00000, $297.00 
208501,FCP BX ALGTR 105CM 2MM,00000," $1,015.00 "
209404,SUCTION CATH 10FR,00000, $3.00 
209422,SUCTION CATH 14FR,00000, $3.00 
209440,MONITOR TUBING SINGLE,00000, $844.00 
209952,KNIFE ARTHRO,00000, $811.00 
211911,DRSG WND MEDI HONEY  5X4,00000, $74.00 
212162,URETERAL SHEATH 35CM,00000, $824.00 
212270,SUTURE MONOCRYL #Y427,00000, $223.00 
214872,BIT DRL 2MM CANN AO,00000, $595.00 
217370,NEEDLE BX 22GA 50MM 5 GR,00000, $54.09 
217372,NEEDLE NRV BLCK 100MM 21,00000, $55.23 
219326,"SUTURE,VICRYL 5-0",00000, $71.00 
219341,CANNISTER WOUND VAC,00000," $1,112.00 "
219344,DRSNG V.A.C.SMALL3.9X30,00000, $856.00 
219347,SUTURE ENDOLOOP #EZ10G,00000, $701.00 
219394,SUTURE PRO 7-0 BV-1,00000, $354.00 
221210,NDL BIOPSY,00000," $1,463.00 "
221323,WIRE CTH STNGRAY M-3010,00000, $393.00 
222931,KIT PRESS MNTR 38CM,00000," $3,819.00 "
226073,SET  ADM 104IN 10GTT 23M,00000, $13.00 
229309,CATH FOLEY  24FR 30 ML,00000, $85.00 
229774,SKR SURG 17MM 6MM,00000," $1,211.00 "
232473,BURR SURG CX FSSR 1.2MM,00000, $48.00 
232550,"PACK IODOFORM 1/4""",00000, $27.00 
232900,PACKING NUGZE PLAIN 1/2,00000, $203.00 
232923,PACK LITHOTOMY SEPARATE,00000, $31.00 
233250,PACKING NUGZE IOD 1,00000, $223.00 
233399,AGENT HMSTC ARISTA PWD,00000, $767.00 
233600,PACKING NUGZE IOD 2,00000, $464.00 
233950,PACKING NUGZE PL 1/4,00000, $165.00 
234300,"PACK IODOFORM 1/2""",00000, $27.00 
234650,PACKING NUGZE PLN 1,00000, $177.00 
237331,SET XTN 1.2ML 9IN IV M L,00000, $15.00 
237426,IV SET GRAV 104 BLD,00000, $11.00 
240170,SKR SURG 17MM 5MM,00000," $2,282.00 "
243513,CATH ANGIO 336074,00000, $237.00 
245019,SKR SURG 7MM 6MM,00000," $1,534.00 "
246389,MATTRESS OVRLY 73X32X3,00000, $142.00 
247427,ALEXIS RETRACTOR C/S,00000, $596.00 
247431,PERF 9/6MM CRNTMY,00000," $1,693.00 "
248551,CATH EVD BACTISEAL,00000, $981.00 
248698,CATH SUC 5FR 60CM,00000, $206.00 
248699,CATH 7FR STRL FLX,00000, $164.00 
248700,CATH 6FR STRL FLX,00000, $164.00 
248701,CATH BRONCHOSCOPE 4FR,00000, $164.00 
250327,BUR ROUND CARBIDE,00000, $690.00 
251310,TROCAR LAPSCP 100MM,00000, $403.00 
252248,SENSOR CLEARSIGHT SM FNG,00000, $799.00 
252551,RESERVOIR JACK-PRATT,00000, $663.00 
252612,CATH CHOLANGIOGRAM TAUT,00000," $1,025.00 "
252975,SCAPEL BLAKE #10SHAW,00000, $689.00 
253191,RETRACTOR 24CM ENDO PED,00000," $1,820.00 "
253196,FCP ENDO STR ALGTR 23CM,00000," $1,820.00 "
253700,SONOPET 25KHZ BARACUD,00000," $2,745.00 "
254466,STRAP DSTRCT GUHL FT ANK,00000, $152.00 
255201,CATH RADIAL ARTERY 20GA,00000, $428.00 
256217,BIT DRL 3.2 CANN DISP,00000," $2,388.00 "
256680,"TUBING TUR ""Y"" TYPE  IRR",00000, $54.00 
259665,PROBE RECT STRL DISP,00000, $55.00 
259806,TROCAR LAP 5MM,00000, $540.00 
259961,STAPLER #TLC75,00000," $5,960.00 "
259962,STAPLER RELOAD,00000," $3,409.00 "
260268,ENDO CLOSURE SUTURE,00000, $236.00 
260833,SET ADM .7ML 60IN MB TBG,00000, $12.00 
263119,RING 155MM FULL RNG CIR,00000," $4,358.00 "
263127,RNG 230MM .5 CIRC EX FIX,00000," $6,273.00 "
263128,RING 155MM 2/3 RNG CIRC,00000," $5,986.00 "
267498,KNOT PUSH/CUTT,00000," $1,320.00 "
267623,DISP DRAINAGE SYSTEM,00000," $1,399.00 "
267625,DUET EXTERNAL DRN EDM,00000," $1,322.00 "
270995,BIT DRL 3MM,00000, $391.00 
271902,SUTURE DERMABOND GLUE,00000, $616.00 
273255,INCENTIVE SPIROMETRV DEV,00000, $13.00 
276037,STAPLER ENDOHERNIA 4.8,00000," $2,799.00 "
276284,APPLIER INT CLP 135D LNG,00000, $223.00 
276556,DRILL GUIDE MINI,00000," $2,236.00 "
276558,DRILL GUIDE PANALOK ROT,00000," $2,496.00 "
276600,STAPLR MFIRE TA303.5,00000," $4,697.00 "
276610,STAPLR MFIRE TA553.5,00000," $2,989.00 "
276642,STAPLER SRCLIP MCM20,00000," $1,264.00 "
279099,HOOK GLLS SM 7INX3MM 1PR,00000, $96.00 
280272,RETR HYST 1X4.5 H-S,00000, $181.00 
280459,CURET SMTRY 53-7005,00000, $301.00 
282163,BIT DRILL 2.7MM,00000," $1,873.00 "
285100,SUCTION LCTRVC COAG*,00000, $390.00 
285652,WIRE K TROCAR 2.0MM,00000, $193.00 
287328,SET PIN UNIVERS REVERS S,00000," $1,360.00 "
290356,STAPLER GIA 30,00000," $2,812.00 "
290973,SUTURE VICRYL I J335H,00000, $116.00 
291856,CATH FEMORAL ARTERIAL,00000, $753.00 
292368,SUTURE PDS,00000, $251.00 
293185,DRILL SURG AO CONN 2.6MM,00000, $354.00 
293560,ECHELON ENDO STAPLER,00000," $1,801.00 "
294039,TUBE NG 15IN 5FR,00000, $130.00 
294507,SENSOR CEREBRAL,00000," $1,243.00 "
294754,INTRODUCER PERCUTA#PI104,00000, $736.00 
296205,BLADE SCRDVR TAP 1.7MM,00000," $1,706.00 "
299115,BURR SURG 6MM 1.1MM,00000, $662.00 
300001,CATHETER IV 14G X 1 1/4,00000, $334.00 
300204,PCKG NSL 4X2.4CM,00000," $1,066.00 "
300309,ADAPTER SPIKE 1/4,00000, $48.00 
300325,BLD COLLECTION RESERV,00000, $278.00 
300326,TUBING BLD PROCESSING,00000, $948.00 
300429,FILTER TRNSF IV MIC 69IN,00000, $43.00 
303485,DRN 2IN1 RND SILI 15FR,00000, $134.00 
304482,INTRO 2.8FR INTRSYT N,00000, $131.00 
304571,DRAIN PNEUMO FUHRMAN,00000, $512.00 
305433,DRSG THRHNY RECT 4X5IN,00000, $44.00 
305437,DRSG THRHNY RECT 12X1IN,00000, $37.00 
305457,CATH CV 3FR 60CM 2 LUM,00000, $256.00 
306105,DRSG 6X6IN WTPRF OUTR LY,00000, $27.00 
306131,DRSING 4X4IN PD GNTL BDR,00000, $32.00 
306140,DRSG 4X4IN PD GNTL BRDR,00000, $41.00 
308110,TROCAR LAPR.10/11MM,00000," $1,799.00 "
308135,SURGINEEDLE 120MM,00000, $834.00 
308176,BABCOCK LAPCH CLAMP,00000," $2,800.00 "
309623,TUBE ET 6MM NSL CUF PREF,00000, $20.00 
311300,TUBE FEEDING 5FR *,00000, $3.00 
311550,TUBE INTUB STYLET 14,00000, $211.00 
311976,PORT 8.5FR ENDO DVNC,00000," $4,445.00 "
312197,STAPLER INT 5.5MM CRV CI,00000, $859.00 
313302,TUBE SALEM SUMP 12FR,00000, $63.00 
313303,TUBE SALEM SUMP,00000, $160.00 
313304,TUBE SALEM SIMP 16FR,00000, $160.00 
314164,FIXED LGTH ACCESS RETR,00000, $412.00 
314165,HAP02 SEAL CAP ASSEMB,00000," $2,598.00 "
314701,TUBE SALEM PUMP 18FR,00000, $187.00 
315402,TROCAR ENDOMECHANICAL,00000, $811.00 
324731,SX IRRIGATOR 8MM,00000," $1,056.00 "
328464,SHRS SRG L9CM HRMN,00000," $3,357.00 "
330509,ENDO GRASPER 5MM,00000, $545.00 
332300,WICK POPE OTO,00000, $91.00 
332790,SLEEVE ENDO5-100MM#35LST,00000, $972.00 
333105,CATHETER URET FLXMA 4FR,00000, $51.00 
333106,CATHETER URET FLXMA 5FR,00000, $51.00 
333137,CATHETER URET FLXMA 5FR,00000, $54.00 
333138,CATHETER URET FLXMA 6FR,00000, $54.00 
337668,WIRE FX 150MM 1.6MM LCP,00000, $194.00 
338023,SECURESTRAP FIXATION,00000," $4,123.00 "
338846,CORFLO EXTEN.  LARGE,00000, $22.00 
341021,PICK SURG 13CM 1.5MM 45D,00000, $343.00 
341698,CANNULATED CUTTER,00000, $890.00 
342487,CLIP SURG STD RT ANG,00000," $1,185.00 "
342846,ADMIRAL DC BAL 4X40X130,00000," $3,846.00 "
342850,ADMIRAL DC BAL 4X80X130,00000," $3,846.00 "
342851,ADMIRAL DC BAL 5X40X130,00000," $3,846.00 "
342853,ADMIRAL DC BAL6X40X130,00000," $3,846.00 "
342856,ADMIRAL DC BAL 6X60X130,00000," $3,846.00 "
342861,ADMIRAL DC BAL 6X80X130,00000," $3,846.00 "
342865,ADMIRAL DC BAL 6X120X130,00000," $3,846.00 "
342866,ADMIRAL DC BAL 7X40X130,00000," $3,846.00 "
342867,ADMIRAL DC BAL 7X60X130,00000," $3,846.00 "
342868,ADMIRAL DC BAL 7X80X130,00000," $3,846.00 "
345345,TBNG INSFL INSUF 10FT,00000, $101.00 
349526,SET XTN 6IN T CON INJ SI,00000, $8.00 
350812,RETRACTOR 180X180MM SEA,00000, $289.00 
351318,ARISTA LAP FLEX APPLICA,00000, $181.00 
351441,BARRIER SKN 9X9 HKMN,00000, $21.00 
353412,DRSG 4X4 GNTL BRDER,00000, $27.00 
353420,DRESSING OPTLOC NADH 4X4,00000, $13.00 
353584,DRSG 4X4IN ANMC OPTIFM,00000, $41.00 
354854,SHAFT SCRDRVR T2 LNG AO,00000," $2,634.98 "
355261,CAST 3X2 GPSN XF,00000, $74.00 
355372,GDW ORTH 30MM 2.8MM,00000, $796.00 
356505,GWIRE VASC STNGFY 185CM,00000," $1,243.00 "
356987,DRSNG MEPLIX 6X6,00000, $192.00 
357279,SONOPET TIP STRAIGHT,00000," $3,106.00 "
358601,CATH 1.9FR 26GA SIL PICC,00000, $206.00 
359997,SUT PDS2 6-0 BV 30IN,00000, $147.00 
360033,SUTURE NUROLON,00000, $128.00 
360092,SUT VICRYL 2-0 27IN,00000, $21.00 
360295,SUT PDS2 6-0 MFL P1,00000, $71.00 
360325,SUTURE  VCL 5-0 PS3 18IN,00000, $52.00 
360359,"SUTURE,VICRYL 3-0",00000, $85.00 
360561,SUT SILK 4-0 18IN,00000, $21.00 
360675,SUT VICRYL 3-0,00000, $189.00 
360681,SUTURE GUT 6-0 18IN,00000, $134.00 
360953,SUTURE CHRM 5-0 1658G,00000, $47.00 
360958,SUT ETH 3-0 PS1 18IN,00000, $49.00 
361033,PROLENE 8-0 MULTI PACK,00000, $416.00 
361045,SUT MNCRL 5-0 PS2 18IN,00000, $66.00 
361214,SUT PRLN 5-0 18IN,00000, $66.00 
361254,PROLENE 8-0 8741,00000, $216.00 
361385,SUT VICRYL 2-0 CT-1,00000, $174.00 
361476,SUT VC RPD 4-0 RB1,00000, $31.00 
361550,SUT PDS II 5-0,00000, $86.00 
361666,SUTURE ETH 0 CT 48IN LOP,00000, $82.00 
361690,LIGACLIP TITNM #LT100,00000, $45.00 
361701,LAPERSCOPIC CLIP APP,00000," $1,320.00 "
361740,DISSECTOR 5MM ENDO,00000, $556.00 
362436,BLADE SCPL BP 20 SS STRL,00000, $84.00 
363082,RADIO FREQUENCY STYLET,00000," $2,439.00 "
364068,OBT BLADELESS 8MM,00000, $170.00 
365253,STRAP CATH TUBE HLDR,00000, $15.00 
365728,DRSG MEDIPORE 3.5X4,00000, $2.00 
365792,DRSNG MICRODIN SHEET,00000, $234.00 
365855,TAPE CAST 3X4 BLUE,00000, $48.00 
366160,CATHETER URTH BRD 18FR 2,00000, $17.00 
366250,CATH NPHSTM 24FR MLCT,00000, $71.00 
366311,CATHETER URTH BDX LBRCTH,00000, $48.00 
367276,TUBE NG SUMP PVC,00000, $10.00 
368911,NEEDLE N-C W/EXT 19GX2,00000, $18.00 
370083,TUBE ENDO 2.5 UNCUFF,00000, $15.00 
370886,DRILL SURG 6MM FULL THK,00000, $816.00 
371669,BLADE SHVR 18CM 2.9MM,00000," $2,204.00 "
374349,STAPLER PURSTRING,00000," $1,245.00 "
374361,ENDO STITCH 10MM#173016,00000," $2,694.00 "
374371,ENDO STITCH SURGIDAC 0,00000, $729.00 
374414,FORCEPS SPEC RET 120CM 2,00000, $557.00 
374518,DEV FX ABSRBTCK 5MM,00000," $1,854.00 "
375532,SUPPRT CERVICAL MULT PST,00000," $1,720.00 "
375632,SURGIFLO HEMOSTATIC MATR,00000, $897.00 
376775,ENT BOVIE 10FR.,00000, $48.00 
377807,FORCEPS BX 240CM 2.8MM 3,00000, $155.00 
379255,ELCTD NDL 3CM MNPLR,00000, $506.00 
380069,SUT STRTFX SPRL 3-0 30CM,00000, $188.00 
380702,DRILL TWST 27MM 1.4MM HN,00000, $232.00 
380958,ELECTRODE ESURG WND,00000," $1,674.00 "
381037,BLADE X-FIT 2.0/2.3,00000," $1,001.00 "
384334,TUBE FEED G-J 22CM 16FR,00000," $1,684.00 "
384335,TUBE FEED G-J 30CM 16FR,00000," $1,684.00 "
384336,TUBE FEED G- J 45CM 16FR,00000," $1,684.00 "
385029,CLAMP EX FIX LG 6 PSTN,00000," $1,953.00 "
385030,ATTC ROD LG MLPN CLMP,00000," $1,354.00 "
387218,SAW GIGI L20IN,00000, $93.00 
395655,DEV INSP AIR BLNDIL 24,00000," $2,638.00 "
397378,SELECTRA ACCESS KIT,00000, $533.00 
397410,INTROD SELECTRA HOOK 55,00000, $908.00 
397687,INTRODUCR SLCTR IC-90-75,00000, $908.00 
405883,BIT DRL 2.9MM PEDILOC FE,00000, $463.00 
406079,CATH URE 18FR RED,00000, $1.00 
406842,CATHETER IV 20GA 1IN CLS,00000, $35.00 
412527,TROCAR DLTNGT 12MM#512XD,00000, $893.00 
412570,SUTURE MONCRYL Y398H,00000, $16.00 
412607,SUT PLGCPRN 25 MNCRL,00000, $92.00 
412611,SUTURE  POLY ETHB  4-0,00000, $29.00 
412897,BIT DRL 65MM 2MM MNQK CP,00000, $297.00 
412899,DRL BIT 1.5MM MINI,00000, $474.00 
412996,DRL BIT REG MN QK CP,00000, $428.00 
414722,ROD EX FIX 200MM 11MM,00000, $947.00 
414726,ROD EX FIX 400MM 11MM,00000," $1,116.00 "
415076,TEMPLATE SZ 12 HL 4.5 MM,00000, $197.00 
415078,TEMPLATE BNDG L155MM F/4,00000, $197.00 
415222,DRL BIT 5.0MM CANN,00000," $3,344.00 "
415245,SLEEVE DRL 5.5MM 4.3MM D,00000," $1,427.00 "
415282,BIT DRL 300MM 5MM 2.9MM,00000," $1,392.00 "
415340,BIT DRL 125MM 2MM QC NS,00000, $343.00 
415352,BIT DRL 145MM 3.2MM QC N,00000, $246.00 
415541,PIN EX FIX 225MM 4.5MM,00000, $561.00 
415592,K WIRE 2.5MM,00000," $1,088.00 "
418043,BURR SURG 7.5MM MED,00000, $408.00 
418552,BURR SURG EGG STRL 6MM,00000, $208.00 
418558,BURR SURG 6MM FLME STRL,00000, $208.00 
420664,TRAY LMBR PNC 20GAX3.5,00000, $66.00 
421916,TOOL DSCT 14CM 3MM MDSRX,00000, $342.00 
421933,MR TAPERED TOOL 8X1.1,00000, $628.00 
421936,MR ACORN 9X6,00000, $833.00 
421945,MR TAPERED TOOL 8X1.5,00000, $690.00 
421949,MR TAPERED TOOL 8X2.3,00000, $690.00 
423836,SET INTRO 16FR GW,00000, $505.00 
425382,SET XTN .80ML 7IN 2 SLD,00000, $18.00 
425521,DRSNG QWK 4.25X4IN FST,00000, $43.00 
437233,SET XTN .2UM 5ML 17IN IV,00000, $21.00 
442170,DRSG 1.6IN 15ML TNDRWT,00000, $29.00 
442433,NEEDLE EMG MONITOR,00000," $2,662.00 "
442742,ELECT ESURG 73CM,00000, $763.00 
442743,CATH BALLOON VNCL,00000, $470.00 
442933,SPEC VAG KLEEN SM DISP,00000, $20.00 
446919,UNIT ESURG VSL CAUT,00000," $2,183.00 "
448747,WOUND VIA VAC SYSTEM,00000," $3,242.00 "
450071,KIT SPRAY APPLICATION,00000, $252.00 
451182,MANIPLTOR EXPRSSBRD,00000, $460.00 
451739,CATH INTRAU PRES KOALA,00000, $749.00 
451751,EXTRACTOR VAC KIWI DISP,00000, $304.00 
