CPT Code,CPT/Charge Description,List Price
84597,ASSAY OF VITAMIN K,$65.00 
84600,VOLATILES,$155.00 
84620,XYLOSE ABSORBTION TEST BLOOD URINE,$114.00 
84630,ZINC,$110.00 
84681,C PEPTIDE,$200.00 
84702,HCG QUANTITATIVE,$84.00 
84702,"HCG TOTAL, QUANT QUEST",$69.04 
84703,84703 PREGNANCY SERUM,$72.00 
84703,"HCG, SERUM",$72.00 
85002,BLEEDING TIME,$43.00 
85007,BLOOD SMEAR W MANUAL WHITE BLOOD CELL DI,$33.00 
85008,BLOOD SMEAR MICROSCOPIC EXAMINATION WOUT,$33.00 
85014,HEMATOCRIT,$23.00 
85018,HEMOGLOBIN,$23.00 
85025,CBC COMPLETE BLOOD COUNT W AUTOMATED DIF,$105.80 
85025,CBC QUEST,$11.08 
85025,CL CBC COMPLETE  BLOOD COUNT W AUTOMATED,$75.00 
85027,AUTOMATED COMPLETE BLOOD COUNT,$62.00 
85032,MANUAL PLATELET COUNT,$41.00 
85041,RED BLOOD CELL COUNT AUTOMATED,$29.00 
85045,RETICULOCYTE COUNT (QUEST),$41.00 
85048,LEUKOCYTE COUNT AUTOMATED,$24.00 
85049,AUTOMATED PLATELET COUNT,$43.00 
85060,PERIPHERAL BLOOD SMEAR,$144.00 
85097,"BONE MARROW, SMEAR INTERPRETATION","$2,941.40 "
85220,CLOTTING FACTOR V,$170.00 
85230,CLOTTING FACTOR VII,$172.00 
85244,CLOTTING FACTOR VIII ANTIGEN,$196.00 
85245,CLOTTING FACTOR VIII,$79.00 
85246,CLOTTING FACTOR VIII VON WILLEBRAND FACT,$79.00 
85247,CLOTTING FACTOR VIII VON WILLEBRAND FACT,$79.00 
85290,CLOTTING FACTOR XIII,$157.00 
85300,CLOT INHIBITING ANTITHROMBIN III,$114.00 
85301,ANTITHROMBIN III ANTIGEN,$104.00 
85302,PROTEIN C ANTIGEN,$116.00 
85303,CLOT INHIBING PROTEIN C ACTIVITY,$133.00 
85305,PROTEIN S TOTAL,$112.00 
85306,PROTEIN S FREE,$133.00 
85337,THROMBOMODULIN,$100.00 
85347,ACTIVATED CLOTTING TIME,$41.00 
85362,FIBRINOGEN DEGRADATION SPLIT PRODUCTS,$66.00 
85378,FIBRIN DEGRADATION PRODUCTS AND D DIMERS,$69.00 
85379,D DIMER,$90.00 
85384,FIBRINOGEN ACTIVITY,$82.00 
85461,HEMOGLOBIN FETAL HGB RBCS FTL F&MAT HEMR,$85.00 
85475,HEMOLYSIN,$85.00 
85520,HEPARIN,$126.00 
85525,HEPARIN NEUTRALIZATION,$114.00 
85530,HEPARIN PROTAMINE TOLERANCE TEST,$131.00 
85540,LEUKOCYTE ALKALINE PHOSPHATASE W CT,$83.00 
85549,MURAMIDASE,$180.00 
85576,PLATELET AGGREGATION EPINEPHRINE,$207.00 
85597,PLATELET NEUTRALIZATION,$140.00 
85610,PT PROTHROMBIN TIME INR,$38.00 
85610,PT QUEST,$11.69 
85613,RUSSELL VIPER VENOM DILUTED TEST,$67.00 
85635,REPTILASE TEST,$95.00 
85651,SEDIMENT RATE,$34.00 
85652, AUTOMATED SEDIMENTATION RATE,$26.00 
85660,SICKLE CELL TEST (QUEST),$53.00 
85670,THROMBIN TIME PLASMA,$56.00 
85675,THROMBIN TIME TITER,$62.00 
85730,PTT PARTIAL THROMBOPLASTIN TIME,$58.00 
85730,PTT QUEST,$17.94 
85732,PARTIAL THROMBOPLASTIN TIME PLASMA WHOLE,$62.00 
85810,VISCOSITY,$112.00 
85999,URINE EOSINOPHIL QUEST,$230.00 
86000,BRUCELLA  ABORTUS AGGLUTININS,$67.00 
86003,RADIOALLERGOSORBENT SINGLE STUDY,$46.00 
86022,BB PLATELET ANTIBODY  IDENTIFICATION,$94.00 
86023,ANTI PLATELET ASSOCIATED IMMUNOGLOBULIN,$56.00 
86038,ANA MULTIPLEX W/CASCADE QUEST,$40.00 
86038,ANTINUCLEAR ANTIBODY TEST ANA,$116.00 
86039,ANTINUCLEAR ANTIBODY TITER,$107.00 
86060,ANTISTREPTOLYSIN 0; TITER,$70.00 
86063,ANTISTREPTOLYSIN 0; SCREEN,$56.00 
86078,BB SERUM TRANSFUSION REACTION,"$1,836.20 "
86078,BB SERUM TRANSFUSION RXCTN,"$1,836.20 "
86140,C REACTIVE PROTEIN,$50.00 
86141,C REACTIVE PROTEIN HIGH SENSITIVITY,$125.00 
86146,BETA-2 GLYCOPROTEIN ANTIBODY,$53.40 
86147,CARDIOLIPIN ANTIBODY,$53.40 
86157,COLD AGGLUTININS TITER,$78.00 
86160,C1 ESTERASE QUANTITATIVE,$116.00 
86160,COMPLEMENT C3,$364.00 
86160,COMPLEMENT C3/C4,$364.00 
86160,COMPLEMENT C3/C4 W/CH50,$364.00 
86160,COMPLEMENT C4,$364.00 
86162,COMPLEMENT COMPONENT TOTAL CH50,$181.00 
86200,"CYCLIC CITRULLINATED PEPTIDE(CCP),ANTIBO",$125.00 
86225,DNA ANTIBODY NATIVE OR DOUBLE STRANDED,$132.00 
86226,DNA  ANTIBODY NATIVE SINGLE STRANDED,$117.00 
86235,"ANTI JO 1 ANTIBODY, EXTRACTABLE NUCLEAR",$173.00 
86255,ANTI MITOCHONDRIAL ANTIBODY,$116.00 
86255,ANTI PARIETAL CELLS ANTIBODIES,$116.00 
86277,HUMAN GROWTH HORMONE ANTIBODY HGH,$151.00 
86300,CANCER ANTIGEN 15-3,$200.00 
86301,CANCER ANTIGEN 19-9,$200.00 
86304,CANCER ANTIGEN 125,$200.00 
86309,HETEROPHILE ANTIBODY TITER,$62.00 
86317,IMMUNOASSAY INF AGT ANTIBOD QUANTITIVE,$123.00 
86320,IMMUNOASSAY IMMUNOELECTROPHORESIS SERUM,$216.00 
86325,IMMUNOASSAY IMMUNOELECTROPHORESIS URINE,$215.00 
86332,IMMUNE COMPLEX ASSAY,$235.00 
86334,IMMUNOFIXATION ELECTROPHORESIS SERUM,$215.00 
86335,IMMUNOFIXATION ELECTRO URINE QUEST,$340.45 
86337,INSULIN ANTIBODIES,$167.00 
86340,INTRINSIC FACTOR BLOCKING ANTIBODY,$145.00 
86360,LYMPHOCYTE SUBSET PANEL 4 CD4 T CELLS,$448.00 
86360,T CELLS CD4 & CD8,$452.00 
86361,T CELLS TOTAL COUNT,$363.00 
86376,THYROID PEROXIDASE ANTIBODY,$140.00 
86403,CRYPTOCOCCUS ANTIGEN,$98.00 
86430,RHEUMATOID FACTOR QUALITATIVE,$55.00 
86431,RHEUMATOID FACTOR QUANTITATIVE,$55.00 
86480,QUANTIFERON - TB GOLD,$382.60 
86580,TUBERCULIN 0.1ML (PPD) TEST,$292.30 
86592,SYPHILIS TEST RAPID PLASMA REAGIN,$41.00 
86593,SYPHILIS TEST QUANTITATIVE,$42.00 
86602,ANTIBODY; ACTINOMYCES,$79.00 
86603,ADENOVIRUS ANTIBODY (QUEST),$79.00 
86606,ANTIBODY ASPERGILLUS FLAVUS,$79.00 
86609,ANTIBODY BACTERIUM NOT ELSEWHERE SPECIFI,$79.00 
86611,BARTONELLA HENSELAE ANTIBODY IMMUNOGLOBI,$79.00 
86612,BLASTOMYCES; ANTIBODY,$79.00 
86618,LYME DISEASE ANTIBODY,$164.00 
86619,ANTIBODY BORRELIA (RELAPSING FEVER),$129.00 
86622,BRUCELLA ANTIBODY,$79.00 
86625,ANTIBODY CAMPYLOBACTER,$79.00 
86628,CANDIDA ANTIBODY,$79.00 
86631,CHLAMYDIA IMMUNOGLOBIN G ANTIBODY,$79.00 
86631,CL CHLAMYDIA IMMUNOGLOBIN G ANTIBODY,$79.00 
86632,CHLAMYDIA IMMUNOGLOBIN M ANTIBODY,$79.00 
86635,COCCIDIOIDES ANTIBODY,$79.00 
86638,ANTIBODY COXIELLA BURNETII Q FEVER,$79.00 
86641,ANTIBODY CRYPTOCOCCUS,$79.00 
86644,CYTOMEGALOVIRUS ANTIBODY,$139.00 
86645,CYTOMEGALOVIRUS IMMUNOGLOBIN-M ANTIBODY,$79.00 
86648,ANTIBODY DIPHTHERIA,$79.00 
86651,EASTERN EQUINE ENCEPHALITIS,$79.00 
86652,CALIFORNIA ENCEPHALITIS,$79.00 
86653,ST LOUIS ENCEPHALITIS,$79.00 
86654,WESTERN EQUINE ENCEPHALITIS,$79.00 
86658,COXSACKIE TYPE A  ANTIBODY,$79.00 
86663,"EPSTEIN-BARR VIRUS, EARLY ANTIGEN",$126.00 
86664,EPSTEIN-BARR NUCLEAR ANTIGEN ANTIBODY,$147.00 
86665,EPSTEIN-BARR IMMUN G VIRAL CAPSID ANTIGE,$175.00 
86666,ANTIBODY EHRLICHIA,$79.00 
86668,ANTIBODY FRANCISELLA TULARENSIS,$100.00 
86671,ANTI SACCHAROMYCES CEREVISIAE ANTIBODY,$79.00 
86674,GIARDIA ANTIBODY,$142.00 
86677,HELICOBACTOR PYLORI ANTIBODY,$79.00 
86682,ANTIBODY HELMINTH NOT ELSEWHERE SPECIFIE,$79.00 
86684,HAEMOPHILUS INFLUENZA,$152.00 
86687,ANTIBODY HTLV-1,$81.00 
86688,ANTIBODY HTLV II,$96.00 
86689,HUMAN T LYMPHOTROPHIC VIRUS HUMAN IMMUNO,$186.00 
86692,ANTIBODY HEPATITIS DELTA AGENT,$165.00 
86694,ANTIBODY HERPES SIMPLEX NON SPECIFIC TYP,$139.00 
86695,HERPES SIMPLEX TYPE 1 ANTIBODY,$127.00 
86695,HSV 1/2 IGG TYPE AB QUEST,$200.90 
86696,HERPES SIMPLEX TYPE 2 ANTIBODY,$186.00 
86698,HISTOPLASMA ANTIBODY,$79.00 
86701,HIV 1 ANTIBODY,$85.00 
86702,ANTIBODY HIV 2,$102.00 
86704,HEPATITIS B CORE ANTIBODY TOTAL,$111.00 
86705,HEPATITIS B CORE ANTIBODY IMMUNOGLOBIN-M,$113.00 
86706,HEPATITIS B SURFACE ANTIBODY,$103.00 
86707,HEPATITIS Be  ANTIBODY,$116.00 
86708,HEPATITIS A ANTIBODY TOTAL,$119.00 
86709,HEPATITIS A IMMUNOGLOBIN M ANTIBODY,$108.00 
86710,ANTIBODY INFLUENZA VIRUS,$130.00 
86713,LEGIONELLA ANTIBODY,$147.00 
86717,ANTIBODY LEISHMANIA,$79.00 
86720,ANTIBODY LEPTOSPIRA,$79.00 
86723,ANTIBODY LISTERIA MONOCYTOGENES,$79.00 
86727,ANTIBODY LYMPHOCYTIC CHORIOMENINGITIS VI,$79.00 
86729,ANTIBODY LYMPHOGRANULOMA VENEREUM,$79.00 
86732,ANTIBODY MUCORMYCOSIS,$127.00 
86735,MUMPS ANTIBODY,$126.00 
86738,MYCOPLASMA ANTIBODY,$127.00 
86741,ANTIBODY NEISSERIA MENINGITIDIS,$79.00 
86744,ANTIBODY NOCARDIA,$79.00 
86747,PARVOVIRUS B19 ANTIBODY IMMUNOGLOBIN G,$145.00 
86750,ANTIBODY PLASMODIUM MALARIA,$127.00 
86753,AMOEBIC ANTIBODY,$79.00 
86756,ANTIBODY RESPIRATORY SYNCYTIAL VIRUS,$79.00 
86757,RICKETTSIA ANTIBODIES,$186.00 
86759,ANTIBODY ROTAVIRUS,$127.00 
86762,RUBELLA ANTIBODY IMMUNOGLOBIN G,$139.00 
86765,RUBEOLA ANTIBODY,$124.00 
86768,ANTIBODY SALMONELLA,$79.00 
86771,ANTIBODY SHIGELLA,$127.00 
86774,ANTIBODY TETANUS,$142.00 
86777,TOXOPLASMA ANTIBODY IMMUNOGLOBIN G,$139.00 
86778,TOXOPLASMA ANTIBODY IMMUNOGLOBIN M,$123.00 
86780,ANTIBODY TREPONEMA PALLIDUM,$84.00 
86784,ANTIBODY TRICHINELLA,$79.00 
86787,ANTIBODY; VARICELLA-ZOSTER,$47.70 
86787,VARICELLA ZOSTER ANTIBODIES,$79.00 
86788,ANTIBODY WEST NILE VIRUS IMMUNOGLOBIN M,$79.00 
86789,ANTIBODY WEST NILE VIRUS,$139.00 
86790,VIRUS ANTIBODY NES,$79.00 
86793,ANTIBODY YERSINIA,$79.00 
86800,THYROGLOBULIN ANTIBODY,$153.00 
86803,HEPATITIS C ANTIBODY,$137.00 
86812,HUMAN LEUKOCYTE ANTIGEN B27 ANTIGEN,$248.00 
86850,ANTIBODY SCREEN,$223.50 
86880,ANTIHUMAN GLOBULIN TEST COOMBS TEST DIRE,"$1,250.70 "
86880,BB DIRECT COOMBS ANTIHUMAN GLOBULIN TEST,"$1,250.70 "
86900,"BB BLOOD TYPING, ABO (CHARGE)",$760.40 
86901,"BB BLOOD TYPING, RH D (CHARGE)",$760.40 
86904,BB BLOOD TYPE ANTIGEN SERUM/UNIT,$760.40 
86905,BB BLOOD TYPE RBC ANTIGEN RH D E,$760.40 
86906,"BB BLOOD TYPING, RH PHENOTYPING, COMPL",$760.40 
86920,BB CROSSMATCH IMMEDIATE SPIN,$645.90 
86921,BB CROSSMATCH INCUBATION TECHNIQUE,$645.90 
86921,COMPLETE EACH INCUBATION,$760.40 
86940,HEMOLYSINS AGGLUTININS AUTO HEMOLYSINS&A,$30.00 
86941,HEMOLYSINS AND AGGLUTININS INCUBATED,$117.00 
86971,RBC PRETREATMENT PRTX RBC ANTB INCUBATIO,"$1,077.15 "
87015,CONCENTRATION ANY TYPE OF INFECTIOUS AGE,$64.00 
87040,"CULTURE, BLOOD #2 QUEST",$55.00 
87040,"CULTURE, BLOOD BACTERIAL",$99.00 
87045,STOOL CULTURE BACTERIAL ISOLATION,$91.00 
87046,PATHOGENS,$455.00 
87070,CULTURE  AEROBIC SPECIFY SOURCE,$415.00 
87070,CULTURE NP/NASAL QUEST,$415.00 
87070,CULTURE THROAT QUEST,$415.00 
87070,"CULTURE, GENITAL QUEST",$415.00 
87070,"CULTURE, SPUTUM QUEST",$415.00 
87075,CULTURE ANA/AEROBIC BACTERIA QUEST,$455.00 
87075,CULTURE ANAEROBIC BACTERIA/GRAM STAIN,$455.00 
87076,IDENTIFY EACH ANAEROBIC ORGANISM,$78.00 
87077,IDENTIFY CULTURED AEROBIC BACTERIA,$78.00 
87081,C DIFF CLOSTRIDIUM DIFFICILE TOXIN ENZYM,$115.00 
87081,MRSA SCREEN,$33.02 
87088,CULTURE URINE BACTERIA (QUEST),$78.00 
87088,CULTURE URINE BACTERIA ISOLATION,$78.00 
87101,CULTURE FUNGUS EPIDERMAL,$74.00 
87102,CULTURE FUNGI ISOLATION NOT BLOOD,$81.00 
87103,CULTURE FUNGI ISOLATION BLOOD,$87.00 
87106,FUNGUS YEAST IDENTIFICATION,$99.00 
87107,FUNGUS IDENTIFICATION MOLD,$99.00 
87109,CULTURE MYCOPLASMA FROM ANY SOURCE,$100.00 
87116,CULTURE WITH AFB SMEAR,$104.00 
87118,MYCOBACTERIAL IDENTIFICATION EACH ISOLAT,$105.00 
87140,CULTURE TYPE IMMUNOFLORESCENT QUEST,$50.00 
87143,GAS LIQUID CHROMATOGRAPHY,$121.00 
87147,CULTURE TYPE & IMMUNOLOGICAL GROUP EACH,$50.00 
87149,NUCLEIC ACID PROBE,$193.00 
87158,OTHER METHOD IDENTIFICATION,$50.00 
87172,PINWORM EXAM,$41.00 
87177,OVA & PARASITES DIRECT SMEARS CONCENTRAT,$420.00 
87184,SENSITIVITY 1 12 DISK,$66.00 
87185,ENZYME DETECTION ORE QUEST,$115.00 
87186,ANTIBIOTIC SENSITIVE MICROTITER MINIMUM,$83.00 
87205,"GRAM STAIN;SMEAR, PRIM SOURCE INTERPRETA",$41.00 
87206,ACID FAST BACILLUS SMEAR (QUEST),$52.00 
87207,CYCLOSPORA STAIN,$58.00 
87209,OVA & PARASITES WITH GIARDIA,$420.00 
87209,OVA & PARASITES WITH GIARDIA,$420.00 
87209,STAIN QUEST,$420.00 
87210,WET MOUNT,$41.00 
87220,POTASSIUM HYDROXIDE TISSUE EXAM,$41.00 
87252,CULTURE HERPES,$251.00 
87254,VIRUS ISOLATION ENHANCED SHELL VIAL,$188.00 
87255,GENETIC VIRUS ISOLATE HERPES SIMPLEX VIR,$326.00 
87272,CRYPTOSPORIDIUM ANTIGEN,$115.00 
87278,LEGIONELLA PNEUMOPHILA ANTIGEN DIRECT FL,$115.00 
87324,C DIFFICILE,$124.75 
87329,GIARDIA ANTIGEN,$115.00 
87338,HELICOBACTER PYLORIC ANTIGEN,$138.00 
87340,HEPATITIS B SURFACE ANTIGEN CONFIRMATION,$99.00 
87350,HEPATITIS B E ANTIGEN ENZYME IMMUNOASSAY,$111.00 
87389,"HIV 1/2 AG/AB, 4TH GEN",$132.00 
87420,RESPIRATORY SYNCYTIAL VIRUS ANTIGEN ENZY,$115.00 
87425,ROTAVIRUS ANTIGEN ENZYME IMMUNOASSAY,$115.00 
87427,SHIGELLA TOXINS QUEEST,$635.00 
87449,C DIFFICILE,$124.75 
87476,LYME DISEASE PCR AMPLIFICATION PROBE,$338.00 
87480,INFECT AGENT DETECT NUCL ACID CANDIDA SP,$168.00 
87491,CHLAMYDIA TRACHOMATIS DIRECT DNA PROBE,$338.00 
87491,CULTURE GONORRHEA/CHLAMYDIA QUEST,$189.00 
87493,C DIFFICILE QUEST,$124.75 
87493,C DIFFICILE QUEST,$124.75 
87510,INFECT AGNT DETEC NUCL ACID GARDNERELLA,$168.00 
87517,HEPATITIS B VIRUS DNA,$338.00 
87521,HEPATITIS C RNA,$338.00 
87522,HEPATITIS C QUANTITATIVE PROBE,$273.00 
87535,HIV 1 DNA PCR AMPLIFIED PROBE,$338.00 
87536,HIV 1 B-DNA RNA QUANTIFICATION,$819.00 
87536,HIV-1 RNA QUANTATIVE BDNA HIV VIRAL LOAD,"$1,256.00 "
87556,MYCOBACTERIUM TUBERCULOSIS NUCLEIC ACID,$338.00 
87591,CL NEISSERIA GONORRHOEAE DIRECT DNA PROB,$338.00 
87591,NEISSERIA GONORRHOEAE DIRECT DNA PROBE,$338.00 
87623,HPV DNA LOW RISK,$290.00 
87624,HPV DNA HIGH RISK,$580.00 
87625,HPV GENOTYPE 16 AND 18 ONLY,$806.00 
87660,INFECT AGNT DECT NUCL  ACID TRICHOMONAS,$168.00 
87798,MUMPS REAL TIME PCR,$338.00 
87804,CL INFLUENZA A/B,$37.00 
87804,INFLUENZA  A/B,$37.00 
87880,CL STREP STREPTOCOCCUS A ASSAY W DIRECT,$115.00 
87899,ANTIGEN NOS ASSAY CAMPY,$115.00 
87902,HEPATITIS C GENOTYPE,"$1,763.00 "
88104,CYTOLOGY BRUSHING,$159.00 
88108,PLEURAL FLUID CYTOPATHOLOGY,$159.00 
88141,"CYTOPATHOLOGY, CERVICAL OR VAGINAL",$292.30 
88175,CYTOPATH C/V AUTO FLUID REDO,$163.55 
88182,DNA ANALYSIS,$223.50 
88184,FLOW CYTOMETRY FIRST MARKER,"$1,077.15 "
88185,FLOW CYTOMETRY CELL SURFACE MARKER,$324.00 
88187,FLOW CYTOMETRY INTERPERTATION,$414.00 
88237,TISSUE CULTURE NEO BLOOD BONE MARROW,"$1,215.00 "
88261,CL CHROMOSOME COUNT 5 CELLS,"$1,701.00 "
88305,SURG PATH GROSS AND MICRO LEVEL IV,$223.50 
88311,DECALCIFICATION PROCEDURE,$48.00 
88342,IMMUNOCYTHOCHEMISTRY EACH ANTIBODY,"$1,077.15 "
88346,ANTI GLOMERULAR BASEMENT MEMBRANE ANTIBO,"$1,836.20 "
89051,CELL COUNT MISCELLANEOUS FLUID NO BLOOD,$53.00 
89055,FECAL LEUKOCYTE COUNT,$41.00 
89060,CRYSTAL IDENTIFICATION ANY FLUID NO URIN,$69.00 
89190,NASAL SMEAR FOR EOSINOPHILS,$46.00 
89220,"SPUTUM, OBTAINING SPECIMEN, AEROSOL INDU",$645.90 
90471,IMMUNIZATION ADMIN IMADM PRQ ID SUBQ IM,$291.00 
90471,IMMUNIZATION ADMINISTRATION 1 VACCINE,$291.00 
90472,IMMUNIZATION ADMIN EACH ADD IMADM PRQ ID,$78.00 
90474,IMMUNE ADMIN ORAL NASAL ADDL IMADM INTRA,$75.00 
90658,CL-FLU VAC SPLIT ADULT IM,$50.00 
90658,FLU VAC SPLIT ADULT IM,$50.00 
90658,FLU VAC SPLIT ADULT IM HD 65+,$50.00 
90703,TETNUS TOXOID ABSORBED INTRAMUSCULAR,$95.00 
90714, Tetanus/Diptheria (TD) Vaccine - NF,$94.52 
90714,Tetanus/Diptheria (TDAP) Vaccine Inj,$94.52 
90714,TETNUS/DIPHTHERIA TOXOIDS >7 YRS,$83.00 
90714,TETNUS/DIPHTHERIA TOXOIDS >7 YRS,$83.00 
90746,HEP B IMMUNE GLOBULIN INJECTION,$918.45 
90791,PSYCHIATRIC DIAGNOSTIC EVAL,$619.75 
90832,INDIVIDUAL PSYCHOTHERAPY (30 MIN),$619.75 
90834,INDIVIDUAL PSYCHOTHERAPY (45 MINS),$619.75 
90837,INDIVIDUAL PSYCHOTHERAPY (60 MINS),$619.75 
90846,FAMILY PSYCHOTHERAPY W/O PX,$619.75 
90847,FAMILY PSYCHOTHERAPY W/PX,$619.75 
90849,"MULTI FAMILY PSYCHOTHERAPY GROUP, PHYS",$619.75 
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY,$619.75 
90853,GROUP PSYCHOTHERAPY,$359.70 
92506,ST SP LANGUAGE EVALUATION,"$1,302.00 "
92507,ST SPEECH HEARING THERAPY TX SP LANG COM,$81.00 
92526,ST SP SWALLOW TX EA 15 MIN,$432.00 
92950,CPR,"$1,244.15 "
92950,CPR,"$1,244.15 "
92950,CPR HEART LUNG RE,"$1,244.15 "
92950,HEART/LUNG RESUSCITATION CPR,"$1,244.15 "
92953,TEMP TRANSCUTANEOUS PACING,"$2,563.30 "
92960,ECG INTERPRETATION,"$2,563.30 "
92977,CORONARY THROMBOLYSIS BY IV INFUSION,"$1,487.85 "
93005,EKG,$279.80 
93005,EKG,$279.80 
93005,EKG HEART/LUNG RESUCIATION CPR,$279.80 
93005,EKG HEART/LUNG RESUCIATION CPR,$279.80 
93005,EKG HEART/LUNG RESUS CPR W/ INT/TRACING,$279.80 
93005,EKG HEART/LUNG RESUSCITATION CPR,$279.80 
93010,ECG INT RPT ONLY,$48.00 
93010,EKG INT RPT ONLY,$160.00 
93010,EKG INT RPT ONLY,$160.00 
93015,US STRESS ECHO (93015),"$1,288.00 "
93041,RHYTHM ECG TRACING RHYTHM ECG 1-3 LDS TR,$279.80 
93224,ECG RECORDING UP TO 48 HRS,$94.00 
93225,ECG MONITOR RECORD 24 HRS WEARABLE ECG 2,$525.20 
93226,ECG MONITOR REPORT 24 HRS WEARABLE ECG 2,$525.20 
93270,ECG RECORDING WR PT ACTIVATED 24 HR ECG,$188.70 
93271,ECG MONITORING & ANALYSIS WR PT ACTIVATE,$575.90 
93278,ECG SIGNAL AVERAGED SAECG +-ECG,$279.80 
93306,US ADULT ECHOCARDIOGRAM,"$2,433.45 "
93307,ECG 2D M MODE RCD WO SPECT COLOR DOP,"$2,433.45 "
93320,DOPPLER ECG PULSED WAVE W SPECTRAL DISPL,$541.62 
93325,DOPPLER ECG COLOR FLOW VELOCITY MAPPING,$121.62 
93503,INSERT PLACE HEART CATHETER INSJ&PLMT FL,"$4,914.85 "
93797,CARDIAC REHAB PHYS SVCS F/O/P CAR RHAB W,$583.30 
93798,CARDIAC REHAB MONITOR PHYS SVCS F/O/P CA,$583.30 
93880,US CAROTID DOPPLER,"$1,161.55 "
93880,XR EXTRACRANIAL STUDY DUP SCAN XTRC ART,"$1,161.55 "
93882,XR EXTRACRANIAL STUDY DUP SCAN XTRC ART,$572.30 
93922,US PERIPHERAL ART SEG PRESS LIMITED,$525.20 
93923,PERIPH ART SEGMENTAL PRESSURES; BILATERA,$681.60 
93923,US PERIPHERAL ARTERIAL SEG PRESSURES,$681.60 
93924,PERIPH ART SEGMENTAL PRESSURES; COMPLETE,$681.60 
93925,US LOWER EXTREMITY STUDY DUP SCAN LXTR A,"$1,161.55 "
93925,US LOWER EXTREMITY STUDY DUP SCAN LXTR A,"$1,161.55 "
93926,US ARTERIAL LWR UNILATERAL EXT,$572.30 
93926,US LOWER EXTREMITY STUDY DUP SCAN LXTR A,$572.30 
93930,US ARTERIAL LOWER BILAT,"$1,161.55 "
93930,US ARTERIAL UPPER BILAT,"$1,161.55 "
93931,UPPER EXTREMITY STUDY DUP SCAN UXTR ART,$572.30 
93965,"VENOUS REFLUX, BILATERAL","$1,297.50 "
93970,EXTREMITY STUDY DUP-SCAN XTR VEINS (DVT),"$1,161.55 "
93970,EXTREMITY STUDY DUP-SCAN XTR VEINS COMPL,"$1,161.55 "
93971,US EXT VENOUS LEFT (DVT),$572.30 
93971,US EXT VENOUS RIGHT (DVT),$572.30 
93971,XR EXTREMITY STUDY DUP SCAN XTR VEINS UN,$572.30 
93971,XR EXTREMITY STUDY DUP SCAN XTR VEINS UN,$572.30 
93971,XR EXTREMITY STUDY DUP SCAN XTR VEINS UN,$572.30 
93975,VASCULAR STUDY DUP SCAN ARTL FLO ABDL PE,"$1,161.55 "
93976,XR VASCULAR STUDY DUP SCAN ARTL FLO ABDL,$572.30 
93978,XR VASCULAR STUDY DUP SCAN AORTA IVC ILI,"$1,161.55 "
93979,XR VASCULAR STUDY DUP SCAN AORTA IVC ILI,$572.30 
93990,XR DOPPLER FLOW TESTING DUP SCAN OF HEMO,$572.30 
94002,VENT MGMT INPAT INIT DAY,"$2,303.50 "
94002,VENT MNGT PRESSURE VOL PRESET INITIAL,"$2,303.50 "
94003,VENT MGMT INPAT SUBQ DAY,"$2,303.50 "
94003,VENT MNGT PRESSURE VOL PRESET SUB,"$2,303.50 "
94010,"Spirometry, including graphic record,",$681.60 
94060,BRNCDILAT ADMIN BREATING CAPACITY TEST/S,"$1,244.15 "
94070,SPMTRY W/ADM AGT EVAL OF WHEEZING/BRNCIL,"$1,244.15 "
94150,VITAL CAPACITY TEST VC TOT SPX,$681.60 
94200,"Maximum breathing capacity, maximal volu",$525.20 
94240,RESIDUAL VOLUME LUNG FUNCTION TEST (MBC,"$1,346.90 "
94250,COLLJ QUAN 1 PX SPX RESIDURAL LUNG CAP,$279.80 
94370,BREATH AIRWAY CLOSING VOLUME DETER AIRWY,$523.50 
94375,RESPIRATORY FLOW VOLUME LOOP,"$1,244.15 "
94618,PULMONARY STRESS / SIX MIN WALK TEST,$525.20 
94640,NEB INT,$931.85 
94640,NEBULIZER TREATMENT,$931.85 
94642,Inhalation Pentamidine,$931.85 
94644,CONT. NEB INT,$525.20 
94645,INHALATION TREATMENT EA ADDL HR AEROSOL,$86.00 
94660,POS AIRWAY PRESSURE BIPAP/CPAP,$931.85 
94664,DEMO AND OR EVAL HAND HELD PT USE INHALA,$931.85 
94667,"Manipulation chest wall, such as cupping",$525.20 
94668,CPT SUBQ.,$525.20 
94726,Plethysmography,"$1,244.15 "
94727,GAS DILUTION OR WASHOUT OF LUNG VOLUMES,$681.60 
94729,Diffusing capacity,$174.00 
94760,DETER MONOXIDE DIFFUSING CAPACITY,$116.00 
94760,DETER MONOXIDE DIFFUSING CAPACITY (OXIME,$116.00 
94761,DETER MEASURE BLOOD O2 LEVEL EAR,$75.00 
94762,Noninvasive ear or pulse oximetry for ox,$681.60 
94770,Exhaled carbon dioxide test,"$1,244.15 "
95805,MSLT/MWT,"$4,514.90 "
95810,INT PSG,"$4,514.90 "
95811,PSG w/titration,"$4,514.90 "
95812,EEG 41-60 MINUTES EEG EXTND MNTR 41-60 M,"$1,244.15 "
95816,EEG AWAKE & DROWSY EEG W REC,"$1,244.15 "
95819,EEG AWAKE & ASLEEP EEG W REC,"$1,244.15 "
95972,ELECTRONIC ANALYSIS NUEROSTIMULATOR,$575.90 
96360,HYDRATION IV INFUSION INIT IV INFUSION H,$955.45 
96360,HYDRATION IV INFUSION INIT IV INFUSION H,$955.45 
