Current Price 1,Default CPT Code,Item Active,Item Description - Item Master,Item Number,Item Termination Date
2400,C1779,Y,PACEMAKER LEADS 5076-58,6214011,
0,,Y,CATHETER FOLEY COUDE 18FR 0168L18,6208165,
0,,Y,PROBE ENDO OCULAR 20g LASER F20A010032,6203311,
123.9,97530,Y,BHO THERAPEUTIC ACTIVITIES,5097530,
375,15879,Y,PC SUCTION ASSIST LIPECTOMY; LOWER EXTRE,2015879,
2190,L8699,Y,HAMMERLOCK IMPLANT SMALL,8025178,
295.68,L8699,Y,STRYKER J-LATCH FOR THREADED HOLE,8019024,
1359.12,C1713,Y,SEE 6213089,8050501,12/31/2018
1104.81,L8699,Y,BONE CORTICAL BUTTON 9MM,6209577,
2398.64,C1713,Y,PLATE  LCP 2.4 MM VA-LCP 7 LFT RADIUS,6213038,
0,,Y,NF-FLECAINIDE ACETATE 100MG ORAL TABLET,3177,
365.94,,Y,TOOL THREADED REDUCTION 2.4MM,8010365,
1529,73722,Y,MRI ANKLE LEFT W/ CONTRAST,3199007,
665,64447,Y,ANS NERVE BLOCK INJECT FEMORAL,2364447,
0,,Y,gabapentin 600 mg DOSE (Neurontin),2291706,
19515,L8699,Y,"10"" BOWED IMPLANT STEM",8005687,
0,,Y,Midazolam-Ketamine-Ondansetron Troche,2291923,
14478,L8699,Y,ACETABULAR CUP DEEP PROFILE SZ62 LNR56,8005685,
54.8,85049,Y,PLATELET COUNT-,6090206,
0,,Y,CATHETER FOLEY COUDE 22FR 0168L22,6208169,
0,,Y,NF-Topamax Oral Capsule 25MG,5435,
700,C1713,Y,SCREW PERIPHERAL LNR 50 X 56 MM,8005181,
0,,Y,NF-glipiZIDE Oral Tab ER 10MG,5436,
0,,Y,NF-Methylphenidate Oral Tablet 20MG,5437,
0,,Y,SEE 6213092 TROCAR 7/8MM 578SD,6202453,7/6/2017
160,C1778,Y,ST JUDE MULTI TRIAL LEAD,8025793,
800,L8699,Y,RESTERILIZABLE  GEL SIZER RSZ-1708,8080254,
16737.84,L8699,Y,NEUROSTIMULATOR,8015118,
10026.24,L8699,Y,INTERFIX CAGE 14 X 20,8015210,
0,,Y,RXNF Doxycycline Oral Tablet 100MG,5145,
38692.5,L8614,Y,MIDSCALA (ELECTRODES & EXTERIOR PIECE),8026032,
58.9,83036,Y,GLYCOSYLATED (A1C) (SEND OUT)-,6090344,
300,C1778,Y,ST JUDE EXTERNAL PULSE GENERATOR,8025792,
10.71,90658,Y,influenza virus vaccine 5 ml VIAL,2291587,1/9/2019
52,00620,Y,MDA ANS THORACIC SPINE,2310620,
0,,Y,SPEARS WECK-CEL,6200005,
0,,Y,NF-MICARDIS HCT 40MG-12.5MG ORAL TABLET,3213,
776.16,C1713,Y,SCREW SYNT 4.5 HEADLESS COMPR 56MM,8015498,
1529,73722,Y,MRI HIP ARTHROGRAM RIGHT W/ CONTRAST,3199016,
546,,Y,DRILL BIT CANNULATED,8025246,
0,,Y,NF-BENICAR HCT 40MG-12.5MG ORAL TABLET,3212,
0,,Y,NF-Chantix Oral Tablet 1MG,4806,
0,,Y,BLUE CORD SINGLE LIGHT,1200460,
0,,Y,CATHETER FOLEY COUDE 24FR 0168L24,6208170,
463.85,C1713,Y,ANCHOR 3.0 PEEK DBL SUTURE  AR-1934PS-2,6216830,
0,,Y,DRAPE EXTREMITY,6205174,
0,,Y,BLUE CORD DOUBLE LIGHT,1200462,
2190,L8699,Y,HAMMERLOCK IMPLANT MED.,8025179,
0,,Y,RXNF Adderall XR Oral Cap ER 20MG,6245,
0,,Y,NF-Pristiq Extended-Release Tablet 50MG,4136,
9328,L8699,Y,COMP PRIM STEM 11MM MICRO,8001096,
0,,Y,RXNF Lyrica Oral Capsule 25MG,6244,
0,,Y,NF-REFRESH OPTIVE ADVANCED 0.5%-1%-0.5%,3518,
0,J7042,Y,dextrose 5% 0.9% NaCl 1000 ml,6200076,
50,00160,Y,CRNA ANS NOSE/SINUS SURGERY,2320160,
210,70336,Y,PC MRI TEMPOROMANDIBULAR JOINT (TMJ),4000000,
1529,73722,Y,MRI ANKLE RIGHT W/ CONTRAST,3199018,
0,,Y,MASK FACE HIGH FILITRATION MASK,6211584,
2555.28,C1713,Y,PLATE SYNTH 2 HOLE RIGHT,6214342,
0,,Y,DRAPE LAP CONTOURED,6205433,
330.36,C1713,Y,SCREW SYNT CORTEX 2.7 X50ANGLE,6213076,
1050,,Y,ROD CONNECTOR DEMI SIDE/SIDE  05.5,8100181,
330.36,C1713,Y,SCREW SYNT CORTEX 2.7 X54ANGLE,8010781,
0,,Y,DRILL BIT SYNT JACOBS CHK 1.1MMDIAX45MM,6207906,
270,71551,Y,PC MRI CHEST W/ CONTRAST,4000011,
0,,Y,SPLINT FOREARM YOUTH RT UC,6213701,
0,,Y,DUCHENE ROTATOR TOTE,1200378,
330,74183,Y,PC MRI ABDOMEN WO/W CONTRAST,4000041,
4812,L8699,Y,IMPLANT DEP MOD PLUS TIB WED,8005645,
0,,Y,NF-Chantix Oral Tablet 1MG,4512,
0,,Y,RXNF Furosemide Oral Tablet 20MG,5671,
0,,Y,REAMER TUBE FOR HOLLOW REAM,6201005,
248.2,72125,Y,PC CT CERVICAL SPINE WO CONTRAST,4500023,
0,,Y,NF-Benicar Oral Tablet 20MG,5672,
1869,73723,Y,MRI LOWER EXT JOINT LEFT W/ & W/O CON,3178005,1/9/2019
0,,Y,NF-Valtrex Tablet 500MG,4137,
0,,Y,NF-Dexilant Delayed-Release Capsule 60MG,4387,
85.4,86645,Y,CMV (Cytomegalovirus) Antibody IgM-,6090517,
0,,Y,NF-SYNTHROID 0.175MG ORAL TABLET,3157,
855,62319,Y,ANS N BLOCK CONT INFUS LUMBAR EPIDURAL,2362319,1/9/2019
0,,Y,"7.5 IN, YASARGIL, BAYONET .7MM DR. S",6214013,
0,,Y,<=PT CANCEL ORDER=>,5080009,
0,,Y,NF-PreserVision Areds Liquid Filled Caps,5174,
0,,Y,<=PHYSICAL THERAPY ORDER=>,5080010,
52,00770,Y,MDA ANS MAJOR ABD BLOOD VESSELS,2310770,
8275.08,25425,Y,REPAIR DEFECT W/AUTOGRAFT RADIUS/ULNA,1225425,
85.4,86644,Y,CMV (Cytomegalovirus) Antibody IgG-,6090518,
0,,Y,KERRISON 3MM MICRODISC,120455,
0,,Y,GLOVE NITRILE EXAM  LG,6211516,
0,,Y,NF-Dulera Inh Aer Pwd 5MCG-200MCG/Act,5043,
0,,Y,triamcinolone acetonide INH 20 gm,2290718,
776.16,C1713,Y,SCREW SYNT 4.5 HEADLESS COMPR 58MM,8015499,
0,,Y,----------PHYSICAL THERAPY----------,5099999,
0,,Y,RXNF Flovent Diskus Inh Pwd 50MCG/1Act,5897,
0,,Y,DRAIN 7FR FLAT FULL PERF SU1301310,6203393,
85.4,86361,Y,CD4 Count (T Helper Lymph Marker)-,6090521,
0,,Y,NF-Cefdinir Oral Capsule 300MG,4808,
0,,Y,LAVENDER VACUTAINER 3ML - PLASTIC - EDTA,6213789,
4744.56,L8699,Y,STEM EVOLVE 5.5MM +4 496-S455,8070504,
1205,73200,Y,CT ELBOW RIGHT W/O CONTRAST,3290263,
0,,Y,SUTURE 4-0 ETHILON PC-1            1854G,6213821,
0,,Y,"DRESSING KERLIX 4""X4-1/8YD 3 PLY DR. S",6201726,
0,,Y,NF-Furosemide Oral Tablet 20MG,5455,
99.06,86800,Y,Anti-Thyroglobulin Antibodies-,6090492,
0,,Y,RXNF Janumet XR Oral Tab ER 1000MG-100MG,5866,
3991.96,L8699,Y,STEM EVOLVE 6.5MM +4 496-S465,8070506,
0,,Y,NF-Lactase 5000 Powder,4138,
2011,62321,Y,CERVICAL/THORACIC EPIDURAL W/US GUIDANCE,1262321,
57.5,C1713,Y,SCREW SYNT 4.5 MM CORTEX SLFTPNG 66 MM,6214193,
66.86,86200,Y,"Anti-Citrulline (CCP) Abs, IgG-",6090699,
2190,L8699,Y,HAMMERLOCK IMPLANT HLDIP,8025181,
0,,Y,STAPLER APPOSE ULC 35,6211549,
776.16,C1713,Y,SCREW SYNT 4.5 HEADLESS COMPR 65MM,8015501,
375.8,,Y,ARTHREX SCORPION LABRAL NEEDLE AR-13991N,6213999,
0,,Y,NF-SOTALOL 80MG ORAL TABLET,1608,
0,,Y,NEEDLE SPINAL DIAMOND PNT ALUM HUB 22 3.,6212032,
4848.9,L8699,Y,STEM EVOLVE 6.5MM +2 496-S224,8070516,
2323.44,C1713,Y,PLATE SYNT 2.4 LCP VOL COL DIS RT,6213061,
1208,C1713,Y,K-WIRE 0.9 X 70MM NS,8025597,
10652.08,L8699,Y,TALAR IMPLANT SMALL LEFT,8025276,
1869,73723,Y,MRI ANKLE LEFT WO/W CONTRAST,3199011,
0,,Y,NF-Perforomist Inhalation Soln 20MCG/2ML,4533,
4744.56,L8699,Y,STEM EVOLVE 20 +4 496-S465,8070507,
0,,Y,NF-Cefuroxime Axetil Tablet 250MG,5883,
685.95,C1713,Y,SCREW SYNT 6.5MM X 40MM HEADLESS COMP SC,8014470,
0,,Y,KNIFE SURGICAL 15 DEGREE,6202627,
0,L8699,Y,"GUIDEWIRE, DBL TROCAR .86MM AR-8737-39KD",6204825,
0,,Y,RXNF metroNIDAZOLE Topical Gel 0.75%,5001,
2190,L8699,Y,HAMMERLOCK IMPLANT  ANGLED,8025182,
0,,Y,MIDAZOLAM SYRUP 2mg/ml ORAL PEDS DOSE,2291939,
45.94,82271,Y,Gastric Occult Blood-,6090613,
581.28,C1713,Y,1.5 HEADLESS COMPRESSION SCREW 14MM,8014471,
0,,Y,NF-Timolol Maleate Ophth Solution 0.5%,3832,
1869,73723,Y,MRI HIP ARTHROGRAM RIGHT WO/W CONTRAST,3199020,
483.1,,Y,SEE 6213343,6213444,4/11/2011
581.28,C1713,Y,1.5 HEADLESS COMPRESSION SCREW 18MM,8014472,
1603.76,C1713,Y,PLATE DISTAL FIBULA 2.7 MM/3.5 MM L,6214237,
419.2,C1713,Y,SCREW SYNT CANNUL SHORT THREAD 4.0X12MM,6211866,
966.32,L8699,Y,BIO STRATIS   ACL  8X5X4,6213523,
0,,Y,DRAPE MICROSHEILD MICROSOPE DRAPE,6213568,
0,,Y,RXNF Methylphenidate HCl  Tab ER 27MG,5688,
0,,Y,BLADE STRYKER CORE DUAL CUT 5400-3-115,6212452,
865.2,C1713,Y,PLATE SYNT 3.5 LCP T OBLIQ RIGHT 3X74 HO,8019009,
4800,L8699,Y,PERONEUS LONGUS TENDON,6209782,
0,,Y,SUTURE 0 ETHIBOND CT1              CX21D,6215025,
985.32,20610,Y,ARTHROCENTESIS ASPIRATIONISOVUE,7020005,10/1/2008
595.77,L8699,Y,ROD 3.0MM CARBON FIBER  400MM,8010840,
719.46,20553,Y,INJ MULTIPLE TRIGGER PTS 3 OR M ORE,7020553,
1339.3,73201,Y,CT SHOULDER RIGHT W/ CONTRAST,3290270,
2032.29,L8699,Y,MESH PARIETEX DUAL FACING 20X15,8100020,
102.48,,Y,ALEXIS RETRACTOR WOUND SMALL  08301,6208167,
0,,Y,NF-Thyroid Porcine Powder,4812,
0,,Y,RXNF Nadolol Tablet 40MG,5452,
0,,Y,NEEDLE SPINAL 22G X 3.5 - ANES & PC,6202119,
3298,L8699,Y,IMPLANT DEPUY DELTA XTEND GLANOSPERE 42M,8005655,
0,,Y,RXNF Janumet Oral Tablet 50MG-500MG,5922,
0,,Y,buPROPion SR 100 mg TAB (Wellbutrin),2291645,
0,,Y,RXNF carBAMazepine Oral Tab ER 400MG,6063,
419.2,C1713,Y,SCREW SYNT CANNUL SHORT THREAD 4.0X16MM,6211868,
12.6,,Y,SEE 6212679   DIAMOND .062X6 NON STERILE,6208350,3/27/2018
0,,Y,RXNF Viorele 0.15/0.02/0.01MG Tablet,5598,
0,,Y,RXNF Nortriptyline 50 mg CAP,6121,
9128,L8699,Y,PINNACLE ACET W/GRIPTON CUP SZ 56,8005459,
1296,,Y,WEDGE ENOPTHALMOS LG,8020140,
536.87,L8699,Y,FEMORAL STEM WITH COLLAR LAT,8005458,
3726,L8699,Y,IMPLANT DEP ARTIC MET ON MET FEM HEAD 36,8005201,
0,L8699,Y,"GUIDEWIRE, DBL TROCAR .86MM AR-8737-41KD",8036900,
0,,Y,PTFE FELT 2X2 PTFE,6200743,
0,,Y,RXNF Topamax Oral Tablet 25MG,4334,
0,,Y,NF-Benazepril HCl/HCTZ Tablet 20/12.5MG,3882,
4400,L8699,Y,NEURAGEN NERVE GUIDE PNG 230,8025417,
14450,L8699,Y,PINNACLE ACET W/GRIPTON CUP SZ 54 LNR 48,8005219,
1555.71,C1713,Y,PLATE 2.7/3.5 LCP LAT DIS FIB 6HOLRT 112,6214240,
550,C1713,Y,SCREW CANCELLOUS BONE PINN. 6.5X30MM,8005427,
0,,Y,RXNF amLODIPine-Benazepril Cap 10MG-20MG,5032,
0,,Y,NF-TRADJENTA 5MG ORAL TABLET,3491,
46.31,84999,Y,UNLISTED CHEMISTRY PRODEDURE,6084999,3/14/2012
700,C1713,Y,SCREW PERIPHERAL LNR 25MM X 5MM,8008420,
0,,Y,NF-Multaq Oral Tablet 400MG,4169,
698,C1713,Y,3.5MM LCP PLATE 2 HOLES 33MM,6201205,
3882,C1713,Y,10MM TI CANN TIBIAL NAIL 04.034.349S,8011063,
0,,Y,ROUND GRAFT SIZERS,1200608,
0,,Y,NF-Anoro Ellipta Inhalation Powder,4690,
2716,,Y,SUTURE MICRO LASSO MINI SCORPION,6212701,
0,L8699,Y,GUIDE WIRE .062IN,6216811,
0,,Y,DRILL BIT SYNT QUICK COUPLING 2.4MM 100M,6201765,
2397.5,L8699,Y,COPIOS 10CC SPONGER,8040297,
0,,Y,RXNF Methylphenidate Oral Tablet 20MG,5434,
0,,Y,SUTURE 2-0 V-LOCK ENDOSTITCH VLOCA204L,6202960,
5212.08,L8699,Y,GNS II CON INS 9MM,8025695,
1000,C1713,Y,PLATE DISTAL CLAIVICLE BUTTON AR-2658,6204837,
3186.6,L8699,Y,30 SILICONE PIP IMPLANT,8020166,
0,,Y,NF-Meropenem IV Powder for Solution 1GM,5438,
0,L8699,Y,".045"" GUIDEWIRE TROCAR, THREADED",8036917,
45,84075,Y,ALKALINE PHOSPHATASE-,6090233,
3000,L8699,Y,TIBIAL INSERT MEDIAL PIVOT SZ3 LEFT 0M,8046309,
45,84460,Y,ALT/SPGT-,6090224,
0,,Y,RXNF Amitriptyline Oral Tablet 50MG,5383,
0,,Y,PROTECTOR DRAINAGE,6200001,
864,,Y,ABC EXPLANTATION BIT,8005807,
293.17,L8699,Y,RELOAD PROXIMATE 55MM TCR55,6203726,
12.6,,Y,KWIRE DBL DIAMOND .045X9 NON STERILE,6208191,3/27/2018
864,,Y,ABC EXPLANTATION BIT,8005808,
0,,Y,CATHETER FOLEY COUDE 18FR 165813,6200125,8/9/2011
2498.75,C1713,Y,PLATE PROXIMAL 3.5 105,6212891,
0,,Y,NF-Sodium Chloride Ophth Solution 5%,4170,
998,C1713,Y,PLATE SYNT 2.7 LCP (TM) 5 HOLE/49MM,6214247,
4.41,,Y,KWIRE NONTHRD .054 X 6 DBL POINT LANG,6200515,
0,,Y,NEEDLE FREE REGULAR 1834-5D,6200632,
621,L8699,Y,ROD 3.0MM CARBON FIBER  150MM,8010842,
0,,Y,NF-MAGNESIUM 250MG ORAL TABLET,3220,
0,,Y,SUTURE ENDOSTITCH SURGIDAK,6200580,
0,,Y,NF-Symbicort Inh Aer Liq 160MCG-4.5MCG,3880,
0,,Y,"NF-MUCINEX D 120MG-1200MG ORAL TABLET, E",3218,
0,,Y,NF-ALIGN 4MG ORAL CAPSULE,3219,
0,,Y,SMOOTHIE VANNILA GASTROGRAHEN 250 ML,6200606,
1599.5,74170,Y,CT ABDOMEN WO/W CONTRAST,3274170,
0,,Y,"MALIS-STYLE, BAYONHET 1.5MM TIP, INSULAT",6213906,
526,C1713,Y,SCREW CANCELLOUS BONE PINN. 6.5X25MM,8005910,
0,,Y,nortriptyline 10 mg TAB (Pamelor),2290918,
52,01112,Y,MDA ANS BONE MARROW ASPIRATION/ BIOPSY,2311112,
99.8,84403,Y,TESTOSTERONE TOTAL-,6090440,
526,C1713,Y,SCREW CANCELLOUS BONE PINN. 6.5X25MM,8005911,
0,,Y,DRESSING STERISTRIP 1x5,6203647,
2390,L8699,Y,HAMMERLOCK IMPLANT LRG 22MM,8025192,
526,C1713,Y,SCREW CANCELLOUS BONE PINN. 6.5X25MM,8005912,
0,,Y,NF-JANUMET 1000MG-50MG ORAL TABLET,3528,
0,,Y,NF-JINTELI 5MCG-1MG ORAL TABLET,3446,
0,,Y,NF-TORSEMIDE ORAL TABLET 20MG,3149,
0,,Y,GLOVE SENSICARE 6.5 PAIR,6201916,
0,,Y,<=PT CANCEL/CHANGE ORDER=>,5000011,
14450,L8699,Y,PINNACLE ACET W/GRIPTON CUP,8005913,
0,,Y,NF-LaMICtal Tablet 150MG,5196,
0,,Y,NEEDLE 27G 1.25               B-D305136Z,6201703,
232.79,80170,Y,GENTAMICIN TROUGH,6080172,12/29/2018
5186,L8699,Y,NEURAGEN NERVE GUIDE PNG 430,8025374,
1465.47,C1713,Y,PLATE SYNTH CONDYLAR 7 HOLE 2.7 x 66mm,6214250,
1472,,Y,"CI BUTTON PROBE KIT, 4.7CM",6203301,
0,,Y,RXNF Torsemide Oral Tablet 20MG,5502,
0,,Y,NF-LaMICtal Tablet 150MG,5197,
25,J2950,Y,promethazine 6.25mg/NS 50ml PEDS DOSE,2291952,
526,C1713,Y,SCREW CANCELLOUS BONE PINN. 6.5X25MM,8005909,
700.43,,Y,STAPLER LINEAR CUTTER 55MM TLC55,6203732,
0,,Y,NF-MODAFINIL 200MG ORAL TABLET,3358,
0,,Y,RXNF PARoxetine HCl Tab ER 12.5MG,5406,
0,,Y,NF-MOEXIPRIL HCL-HYDROCHLOROTHIAZIDE 7.5,3527,
3124.8,L8699,Y,NEURAGEN NERVE GUIDE PNG 530,8025375,
52,01170,Y,MDA ANS OPEN PELVIS PROCEDURES,2311170,
49.5,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE FLTHRD 14MM,6202127,
0,,Y,FOLEY LEG BAG W LATEX STRAPS MED 19 OZ,6200458,
0,,Y,NF-DEXTROAMPHETAMINE SULFATE 10MG ORAL C,3359,
0,,Y,NF-FLUoxetine HCl Capsule 10MG,5571,
816.34,,Y,STAPLER LINEAR CUTTER 75MM TLC75,6203733,
0,,Y,RXNF Viberzi Oral Tablet 100MG,5384,
0,,Y,NEEDLE VERESS LONG PNEUMONEEDLE PN150,6203634,
0,,Y,NF-Micronized Colestipol Hydrochloride 1,3879,
0,,Y,PACK SONY PRINTER,6203750,
0,,Y,SUTURE 2 TICRON HOS10 30IN,6203764,
0,,Y,MASK LASER FACE GRAY W/ TIE,6213733,
0,,Y,DRESSING FIBERGLASS ROLL 2IN BLUE,6202833,
349.44,,Y,MENISCAL CINCH II,6209849,
12.6,,Y,KWIRE .028 NONSTERILE,6208451,3/27/2018
3000,L8699,Y,ADVANCE INSERT,8015689,
0,,Y,Phytanadione 5 mg TAB,1646,
5186,L8699,Y,NEURAGEN NERVE GUIDE PNG 730,8025361,
190,,Y,DRILL BIT 2.0MM CALIBRATED,6204839,
0,L8699,Y,SUTURE 2-0 STRATAFIX 14X14 MH SXMD2B400,6215168,
0,J1650,Y,enoxaparin 60mg/0.6ml SYRINGE (Lovenox),2290299,
4702,C1713,Y,IMPLANT DEP PINN ACET LINER 4 NEUT LNRAN,8005908,
1101.01,C1713,Y,PLATE SYNT 2.7 LCP 12 HOLE,6214253,
100,,Y,MEDTRONIC ENDOSCRUB TUBING,6203533,
0,,Y,RXNF benzonatate 100 mg CAP (Tessalon),2291631,
0,,Y,NF-Vigamox Ophthalmic Solution 0.5%,3755,
0,L8699,Y,RELOAD PROXIMATE 60MM XR60B,6203772,
0,,Y,NF-PRAZOSIN HCL 5MG ORAL CAPSULE,2054,
2584,L8699,Y,IMPLANT DEP ARTICULEZE HD 32 MM 12 14 CO,8005553,
0,,Y,NF-PRAZOSIN HCL CAP 5MG,198,
466.4,L8699,Y,3X19 QUICKFIX,8000177,
0,,Y,lidocaine 4% soln LARYNG-o-JET 4 ml,2290493,
12.6,,Y,KWIRE DBL TROCAR .045 X 6 NON STERILE,6208190,3/27/2018
0,,Y,NF-Nortriptyline Oral Capsule 10MG,5570,
0,,Y,NF-TOPIRAMATE 50MG ORAL TABLET,3148,
4137.5,C1713,Y,"ALIF, PEEK 7"" 24X32X10",8040846,
0,,Y,RXNF Refresh PM Ophth Ointment,5597,
0,,Y,NEEDLE VERESS 150MM 172016,6211710,
52,01202,Y,MDA ANS ARTHROSCOPIC HIP PROCEDURE,2311202,
0,,Y,NF-TRANEXAMIC ACID ORAL TABLET 650MG,5574,
0,,Y,GLOVE SENSICARE 7.5 PAIR,6201918,
2350,L8699,Y,3.5MM LCP CLAVICLE HOOK 7H 18MM RT,8011009,
78.96,C1713,Y,SEE 6214195,8035921,12/22/2018
370.97,,Y,COBLATION REFLEX ULTRA 45 WITH INTEG CAB,6211277,
257.04,,Y,ACCU PASS SUTURE SHUTTLE RT 45 CURVE,6208066,
352,C1713,Y,SCREW SYNT 34MM LOCKING T25 STARDRIVE,6214196,
953.11,30460,Y,PC RHINOPLASTY SECOND NASAL DEFORMITY,2030460,
1988.78,L8699,Y,PLATE SYNT 3.5 LCP CLAVICAL HOOK  6H18MM,8014013,
0,,Y,NF-Artificial Tears Ophth Solution,5575,
0,,Y,NF-ZIAC 5MG-6.25MG ORAL TABLET,3129,
332.37,C1713,Y,SCREW SYNT 2.4 MM TIT T-8 22 MM,6214306,
61.85,L3670,Y,SHOULDER IMMOBILIZER 3 X 43 TO 47 SUPER,6211938,
52,01210,Y,MDA ANS OPEN PROCEDURE HIP JOINT,2311210,
0,,Y,0.45% NS w/ 20meq KCL,6200088,
0,,Y,NF-Transderm Scop Transdermal PatchER 1.,5140,
0,,Y,SUTURE 4-0 PROLENE PC1             8619G,6213864,
341.22,L8699,Y,DBM PUTTY PUROS 1.0CC,8040254,
0,,Y,PAD INSTRA SMALL,6212167,
0,,Y,ENDO CLOSE 173022,6200579,
1196.1,74175,Y,CTA ABDOMEN,3274175,
0,,Y,GLOVE SENSICARE 8 PAIR,6201919,
0,,Y,CATH CHOLANG 20018-M55,6200713,
0,,Y,NF-oxyCODONE/Acetaminophen Tab 10MG-325M,5385,
563.62,20912,Y,PC CARTILAGE GRAFT NASAL SEPTUM,2020912,
45,84450,Y,AST/SGOT-,6090226,
0,,Y,0.45% Sodium Chloride + KCL 20mEq 1000ml,2291668,
0,,Y,TROCAR BLADELESS 5MM B5LT,6211960,
0,,Y,NF-Ketorolac Tromethamine Ophth Soln 0.4,3757,
0,,Y,NF-TEMAZEPAM CAP 30MG,5576,
0,,Y,RXNF Valsartan/HCTZ TAB 320MG-12.5MG,5596,
0,A4216,Y,0.9% sodium chloride flush 10 ml CENTRAL,2291546,
40.64,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE FLTHRD 12MM,6202126,
5056,C1778,Y,ST JUDE LEAD TRIAL 3086,8025783,
0,A4216,Y,0.9% sodium chloride flush 3 ml REGULAR,2291545,
0,A4216,Y,0.9% sodium chloride flush 5 ml (PICC),2291603,
0,,Y,NF-Brompheniramine Maleate Powder,6125,
0,,Y,0.9% sodium chloride MDV 30 ml,2290729,
12.6,,Y,KWIRE DBL DIAMOND .035X6 NON STERILE,6208700,3/27/2018
30.45,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE PRTHRD 22 9,6202151,
4509.23,L8699,Y,ARTICULAR COMPONENT 1.0 X 1.5 MM OFFSET,8025232,
0,,Y,0.9% sodium chloride SDV 10 ml,2290730,
298.36,,Y,ANSPACH BURR 4MM FLUTED BALL MIA16-4B,6213180,
85.79,80202,Y,VANCOMYOCIN PEAK,6080202,12/17/2018
380.06,C1713,Y,SCREW SYNT 2.4LCKNG 16 SLFTPT8 STRDV RE,8011412,
0,G8981,Y,BODY POS CURR STATUS 100% IMPAIRED,5089817,
0,,Y,TROCAR BLADELESS 8MM B8LT,6213092,
0,,Y,DRAPE PATIENT ISOLATION FOR HIP FX,6208494,
52,01230,Y,MDA ANS OPEN PROCEDURE ON FEMUR,2311230,
6560.4,C1713,Y,11MM/130 DEG TI CANN TFNA 380MM/LEFT -ST,8017011,
286,L8699,Y,SPIKED WASHER 14 MM,6216796,
0,,Y,SUTURE 2-0 SURGIPRO SC2 30IN,6212893,
0,,Y,benzo & tetracaine 14%-2% w/ butamben 2%,2290314,
1369.2,L8699,Y,ARTHRO 13.5 MM TAPER POINT POST,8025233,
0,,Y,TUBE T MODIFIED,6201449,
380.06,C1713,Y,SCREW SYNT 2.4LCKNG 12 SLFTPT8 STRDV RE,8011413,
652,C1713,Y,SCREW SYNT 6.5MM CAN 32MM,6214315,
0,,Y,ALCOHOL ALCARE ANTISEPTIC FOAMED LG,6202533,1/10/2019
0,,Y,RXNF lamoTRIgine Oral Tablet 150MG,5126,
0,,Y,"NF-DICLOFENAC SODIUM 50MG ORAL TABLET, E",3215,
0,,Y,NEEDLE 25G 3.5 TW WHITACRE,6202113,
380.06,C1713,Y,SCREW SYNT 2.4LCKNG 14 SLFTPT8 STRDV RE,8011411,
552,C1713,Y,SCREW SYNT CANNUL SHORT THREAD 4.0X72MM,8010635,
0,,Y,NF-IMIPRAMINE HYDROCHLORIDE 25MG ORAL TA,3216,
380.06,C1713,Y,SCREW SYNT 2.4LCKNG 18 SLFTPT8 STRDV RE,8011410,
0,,Y,TROCAR BLUNT HUSSAN 12MM H12LP,6212799,
2258.64,74178,Y,CT ABDOMEN/PELVIS WO/W CONTRAST,3274178,
85.79,80202,Y,VANCOMYOCIN RANDOM,6080203,12/17/2018
0,,Y,"NF-Avodart Capsule, Liquid-Filled 0.5MG",4058,
5.04,,Y,KWIRE DBL DIAMOND .054X6 NON STERILE,6208961,3/27/2018
0,,Y,FROMM (MITEK OR S&N) SHOULDER INST,1209753,
0,,Y,ARIPiprazole 15 mg TAB (Abilify),2291646,
0,,Y,RXNF Tylenol 8 Hour Tab ER 650MG,6086,
0,,Y,NF-Janumet Oral Tablet 50MG-1000MG,4059,
2016,C1713,Y,TFNA FENESTRATED HELICAL BLADE 105MM- ST,8017012,
0,J0131,Y,acetaminophen 10 mg/ml VIAL 100 ml,2291794,
0,,Y,"NF-Avodart Capsule, Liquid-Filled 0.5MG",4754,
894.5,20600,Y,ARTHROCENTESIS SML JNT/BURSA,7020003,10/1/2008
0,,Y,white petrolatum OINT 2.5 oz,2290771,
0,,Y,acetaminophen 120 mg SUPP,2290296,
99.8,83970,Y,PARATHYROID HORMONE-,6090285,
0,,Y,NF-Myrbetriq Oral Tablet 25MG,5599,
85.79,80202,Y,VANCOMYOCIN TROUGH,6080204,12/17/2018
0,,Y,NF-MIDODRINE HCL 2.5MG ORAL TABLET,3411,
9676.8,L8699,Y,ARTICULAR COMPONENT 7.0 X 8.0 MM OFFSET,8025234,
0,,Y,TROCAR 12MM D12LT,6211716,
0,,Y,DRILL BIT SYN 2.0MM 85MM,6201755,
52,01232,Y,MDA ANS AMPUTATION ON FEMUR,2311232,
0,,Y,DRILL BIT SYNT MD HND 2.0MM MIN QKCP 65M,6201756,
0,,Y,RXNF Spiriva Resp Inh Spray 1.25MCG/1ACT,5857,
0,,Y,DRILL BIT SYNT MD HND 2.0MM STR J LCH 75,6201757,
0,,Y,SURGICEPT SCRUB SURGICAL OR,6201873,
0,,Y,NF-Telmisartan-HCTZ Oral Tablet 40MG-12.,4755,
0,,Y,DRILL BIT SYNT 1.8MM DIA STR J LATCH 90M,6201794,
0,,Y,NF-Pantoprazole Sodium Tab EC 40MG,4306,
