456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,No Cases
457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,No Cases
458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,No Cases
459,SPINAL FUSION EXCEPT CERVICAL W MCC,No Cases
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,No Cases
461,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,No Cases
462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,No Cases
463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",No Cases
464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",48551.5
465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",17908
466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,No Cases
467,REVISION OF HIP OR KNEE REPLACEMENT W CC,48333.33333
468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,38913.75
469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,38995.08824
470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,34048.10951
471,CERVICAL SPINAL FUSION W MCC,No Cases
472,CERVICAL SPINAL FUSION W CC,No Cases
473,CERVICAL SPINAL FUSION W/O CC/MCC,No Cases
474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,72187
475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,No Cases
476,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,No Cases
477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,26458
478,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,No Cases
479,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,No Cases
480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,43418.89286
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,32836.02381
482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,29387.54545
483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,39202.87179
485,KNEE PROCEDURES W PDX OF INFECTION W MCC,40392
486,KNEE PROCEDURES W PDX OF INFECTION W CC,41242
487,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,No Cases
488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,26061
489,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,No Cases
492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC",42472.125
493,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",34018.58333
494,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",28956.29412
495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,18910
496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,No Cases
497,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,No Cases
498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,46489
499,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,No Cases
500,SOFT TISSUE PROCEDURES W MCC,39381
501,SOFT TISSUE PROCEDURES W CC,27361.16667
502,SOFT TISSUE PROCEDURES W/O CC/MCC,25298.2
503,FOOT PROCEDURES W MCC,No Cases
504,FOOT PROCEDURES W CC,31520
505,FOOT PROCEDURES W/O CC/MCC,No Cases
506,MAJOR THUMB OR JOINT PROCEDURES,24429
507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,17233
508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,22860.5
509,ARTHROSCOPY,No Cases
510,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC",34336
511,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",48171
512,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",20644
513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",20563.75
514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",17749.33333
515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,35247.5
516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,26366.5
517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,9123
518,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,No Cases
519,BACK & NECK PROC EXC SPINAL FUSION W CC,No Cases
520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,No Cases
533,FRACTURES OF FEMUR W MCC,No Cases
534,FRACTURES OF FEMUR W/O MCC,12548
535,FRACTURES OF HIP & PELVIS W MCC,10664.5
536,FRACTURES OF HIP & PELVIS W/O MCC,10220.72727
537,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",8366
538,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",No Cases
539,OSTEOMYELITIS W MCC,12068
540,OSTEOMYELITIS W CC,11102.5
541,OSTEOMYELITIS W/O CC/MCC,No Cases
542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,25717
543,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,39119.5
544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,6970
545,CONNECTIVE TISSUE DISORDERS W MCC,12082
546,CONNECTIVE TISSUE DISORDERS W CC,No Cases
547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,10473
548,SEPTIC ARTHRITIS W MCC,No Cases
549,SEPTIC ARTHRITIS W CC,9515
550,SEPTIC ARTHRITIS W/O CC/MCC,No Cases
551,MEDICAL BACK PROBLEMS W MCC,22670.8
552,MEDICAL BACK PROBLEMS W/O MCC,21252.5
553,BONE DISEASES & ARTHROPATHIES W MCC,No Cases
554,BONE DISEASES & ARTHROPATHIES W/O MCC,24031.66667
555,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,No Cases
556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,7567
557,"TENDONITIS, MYOSITIS & BURSITIS W MCC",28575.8
558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",14635.28571
559,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",No Cases
560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",34946.66667
561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",16314
562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",15428
563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",12233.875
564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,6356
565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,16170
566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,8557.5
570,SKIN DEBRIDEMENT W MCC,51397.5
571,SKIN DEBRIDEMENT W CC,20887
572,SKIN DEBRIDEMENT W/O CC/MCC,No Cases
573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,No Cases
574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,No Cases
575,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,No Cases
576,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,No Cases
577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,No Cases
578,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,No Cases
579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",52927.5
580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",27282.16667
581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",18610.2
582,MASTECTOMY FOR MALIGNANCY W CC/MCC,26457
583,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,20270
584,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",No Cases
585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",18515
592,SKIN ULCERS W MCC,8343
593,SKIN ULCERS W CC,No Cases
594,SKIN ULCERS W/O CC/MCC,No Cases
595,MAJOR SKIN DISORDERS W MCC,No Cases
596,MAJOR SKIN DISORDERS W/O MCC,No Cases
597,MALIGNANT BREAST DISORDERS W MCC,No Cases
598,MALIGNANT BREAST DISORDERS W CC,14062
599,MALIGNANT BREAST DISORDERS W/O CC/MCC,2392.5
600,NON-MALIGNANT BREAST DISORDERS W CC/MCC,No Cases
601,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,No Cases
602,CELLULITIS W MCC,28511.16667
603,CELLULITIS W/O MCC,11470.85714
604,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",No Cases
605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",16037
606,MINOR SKIN DISORDERS W MCC,No Cases
607,MINOR SKIN DISORDERS W/O MCC,28460
614,ADRENAL & PITUITARY PROCEDURES W CC/MCC,No Cases
615,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,No Cases
616,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",29466
617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",27899.375
618,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC",No Cases
619,O.R. PROCEDURES FOR OBESITY W MCC,No Cases
620,O.R. PROCEDURES FOR OBESITY W CC,No Cases
621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,No Cases
622,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",No Cases
623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",No Cases
624,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",No Cases
625,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",No Cases
626,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",No Cases
627,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",17889
628,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",No Cases
629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",No Cases
630,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",4966
637,DIABETES W MCC,19284.975
638,DIABETES W CC,11090.40909
639,DIABETES W/O CC/MCC,10468.08
640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",18418.32143
641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",12229.65854
642,INBORN AND OTHER DISORDERS OF METABOLISM,72341
643,ENDOCRINE DISORDERS W MCC,23557
644,ENDOCRINE DISORDERS W CC,18241.57143
645,ENDOCRINE DISORDERS W/O CC/MCC,No Cases
652,KIDNEY TRANSPLANT,No Cases
653,MAJOR BLADDER PROCEDURES W MCC,No Cases
654,MAJOR BLADDER PROCEDURES W CC,35335.5
655,MAJOR BLADDER PROCEDURES W/O CC/MCC,No Cases
656,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,No Cases
657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,No Cases
658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,No Cases
659,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,48400
660,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,28650.5
661,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,15520
662,MINOR BLADDER PROCEDURES W MCC,No Cases
663,MINOR BLADDER PROCEDURES W CC,17150
664,MINOR BLADDER PROCEDURES W/O CC/MCC,No Cases
665,PROSTATECTOMY W MCC,No Cases
666,PROSTATECTOMY W CC,No Cases
667,PROSTATECTOMY W/O CC/MCC,No Cases
668,TRANSURETHRAL PROCEDURES W MCC,No Cases
669,TRANSURETHRAL PROCEDURES W CC,18283
670,TRANSURETHRAL PROCEDURES W/O CC/MCC,No Cases
671,URETHRAL PROCEDURES W CC/MCC,No Cases
672,URETHRAL PROCEDURES W/O CC/MCC,No Cases
673,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,33835.66667
674,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,45622.5
675,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,No Cases
682,RENAL FAILURE W MCC,17065.93023
683,RENAL FAILURE W CC,12588.26087
684,RENAL FAILURE W/O CC/MCC,13284.5
686,KIDNEY & URINARY TRACT NEOPLASMS W MCC,7152
687,KIDNEY & URINARY TRACT NEOPLASMS W CC,No Cases
688,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,No Cases
689,KIDNEY & URINARY TRACT INFECTIONS W MCC,17550.16
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,14517.92308
691,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,No Cases
692,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,No Cases
693,URINARY STONES W/O ESW LITHOTRIPSY W MCC,No Cases
694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,16561.4
695,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,7479.666667
696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,15820
697,URETHRAL STRICTURE,No Cases
698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,16014.4
699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,14538.5
700,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,15189.66667
707,MAJOR MALE PELVIC PROCEDURES W CC/MCC,No Cases
708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,No Cases
709,PENIS PROCEDURES W CC/MCC,No Cases
710,PENIS PROCEDURES W/O CC/MCC,No Cases
711,TESTES PROCEDURES W CC/MCC,No Cases
712,TESTES PROCEDURES W/O CC/MCC,No Cases
713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,No Cases
714,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,No Cases
715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,No Cases
716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,No Cases
717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,No Cases
718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,No Cases
722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",No Cases
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",No Cases
724,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",No Cases
725,BENIGN PROSTATIC HYPERTROPHY W MCC,No Cases
726,BENIGN PROSTATIC HYPERTROPHY W/O MCC,No Cases
727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,17037
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,8995
729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,No Cases
730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,No Cases
734,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",No Cases
735,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",No Cases
736,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,No Cases
737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,No Cases
738,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,No Cases
739,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",No Cases
740,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",No Cases
741,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",No Cases
742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,24199
743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,18946.22222
744,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",28509
745,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",20058
746,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",No Cases
747,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",No Cases
748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,No Cases
749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,No Cases
750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,No Cases
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",37612
755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",58385
756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",No Cases
757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",No Cases
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",No Cases
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",No Cases
760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,9661
761,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,No Cases
768,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,7933.5
769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,No Cases
770,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",No Cases
776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,9537.6
779,ABORTION W/O D&C,No Cases
783,CESAREAN SECTION W STERILIZATION W MCC,No Cases
784,CESAREAN SECTION W STERILIZATION W CC,15743.2
785,CESAREAN SECTION W STERILIZATION W/O CC/MCC,13715.9
786,CESAREAN SECTION W/O STERILIZATION W MCC,21354
787,CESAREAN SECTION W/O STERILIZATION W CC,17277.66667
788,CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,16113.66667
789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",2884.05
790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",No Cases
791,PREMATURITY W MAJOR PROBLEMS,3850.333333
792,PREMATURITY W/O MAJOR PROBLEMS,2487.4
793,FULL TERM NEONATE W MAJOR PROBLEMS,4439.222222
794,NEONATE W OTHER SIGNIFICANT PROBLEMS,3242.307692
795,NORMAL NEWBORN,2107.8125
796,VAGINAL DELIVERY W STERILIZATION/D&C W MCC,No Cases
797,VAGINAL DELIVERY W STERILIZATION/D&C W CC,No Cases
798,VAGINAL DELIVERY W STERILIZATION/D&C WO CC/MCC,18172.66667
799,SPLENECTOMY W MCC,46276
800,SPLENECTOMY W CC,No Cases
801,SPLENECTOMY W/O CC/MCC,No Cases
802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,No Cases
803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,No Cases
804,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,No Cases
805,VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,8301.666667
806,VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,9601.333333
807,VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,7903.797619
808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,19896
809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,14220
810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,6435
811,RED BLOOD CELL DISORDERS W MCC,17890.66667
812,RED BLOOD CELL DISORDERS W/O MCC,17468.64706
813,COAGULATION DISORDERS,20889.5
814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,31377
815,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,22042
816,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,No Cases
817,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W MCC,No Cases
818,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W CC,No Cases
819,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W/O CC/MCC,No Cases
820,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,No Cases
821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,No Cases
822,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,48406
823,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,No Cases
824,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,No Cases
825,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,No Cases
826,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,No Cases
827,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,No Cases
828,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,No Cases
829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W CC/MCC,No Cases
830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W/O CC/MCC,No Cases
831,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W MCC,No Cases
832,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,7136
833,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,8911
834,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,45400
835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,12084
836,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,No Cases
837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,No Cases
838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,No Cases
839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,No Cases
840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,No Cases
841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,38696.5
842,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,15669
843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,32103
844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,20754.5
845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,No Cases
846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,No Cases
847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,No Cases
848,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,No Cases
849,RADIOTHERAPY,No Cases
853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,56103.75862
854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,36589.15789
855,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,No Cases
856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,No Cases
857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,23878.2
858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,No Cases
862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,28693.42857
863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,17549
864,FEVER AND INFLAMMATORY CONDITIONS,10896.66667
865,VIRAL ILLNESS W MCC,No Cases
866,VIRAL ILLNESS W/O MCC,11260
867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,14482
868,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,41008.5
869,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,No Cases
870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS OR PERIPHERAL EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO),82204
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,23135.81667
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,15269.19231
876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,No Cases
880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,8928.111111
881,DEPRESSIVE NEUROSES,4769.285714
882,NEUROSES EXCEPT DEPRESSIVE,11107.5
883,DISORDERS OF PERSONALITY & IMPULSE CONTROL,6046.238095
884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,15718
885,PSYCHOSES,13051.23192
886,BEHAVIORAL & DEVELOPMENTAL DISORDERS,No Cases
887,OTHER MENTAL DISORDER DIAGNOSES,No Cases
894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",14878
895,ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,No Cases
896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,34666.7
